standardized_tcad_id,lui_land_use,lui_general_land_use,lui_shape_area,latitude,longitude,council_district,nearby_GEOID,zoning_case_GEOID
0237480306,100,100,4399.982421875,,,,,
0237480307,100,100,4400.001953125,,,,,
0237480308,100,100,4399.986328125,,,,,
0237480309,100,100,4399.99609375,,,,,
0237480310,100,100,4399.97265625,,,,,
0237480311,100,100,4399.970703125,,,,,
0237480312,100,100,4399.98046875,,,,,
0237480313,100,100,4400.533203125,,,,,
0237480314,100,100,4978.806640625,,,,,
0237480315,100,100,5092.578125,,,,,
0237480316,100,100,5145.6875,,,,,
0237480317,100,100,5699.009765625,,,,,
0237480318,100,100,5468.453125,,,,,
0237480401,100,100,6054.1953125,,,,,
0237480402,100,100,6359.052734375,,,,,
0237480403,100,100,6814.1328125,,,,,
0237480404,100,100,7008.125,,,,,
0237480405,100,100,12139.166015625,,,,,
0237480406,100,100,6022.205078125,,,,,
0237480407,100,100,3603.7734375,,,,,
0237480408,100,100,4140.994140625,,,,,
0237480409,100,100,4195.66796875,,,,,
0237480410,100,100,4196.9765625,,,,,
0237480411,100,100,4198.326171875,,,,,
0237480412,100,100,4199.62890625,,,,,
0237480413,100,100,4200.95703125,,,,,
0237480414,100,100,4202.32421875,,,,,
0237480415,100,100,4203.634765625,,,,,
0237480416,100,100,4204.998046875,,,,,
0237480417,100,100,4206.341796875,,,,,
0237480418,100,100,5457.451171875,,,,,
0237480419,910,900,17047.24609375,,,,,
0237480501,100,100,4998.220703125,,,,,
0237480502,100,100,5086.57421875,,,,,
0237480503,100,100,5345.25390625,,,,,
0237480504,100,100,5131.994140625,,,,,
0237480505,100,100,4562.37890625,,,,,
0237480506,100,100,4637.0234375,,,,,
0237480507,100,100,4635.419921875,,,,,
0237480508,100,100,4634.833984375,,,,,
0237480509,100,100,5721.244140625,,,,,
0237480510,100,100,4880.796875,,,,,
0237480511,100,100,4896.607421875,,,,,
0237480512,100,100,4896.59375,,,,,
0237480513,100,100,4896.572265625,,,,,
0237480514,100,100,4896.091796875,,,,,
0237480515,100,100,4896.421875,,,,,
0237480516,100,100,5088.96484375,,,,,
0237480517,100,100,6195.521484375,,,,,
0237480518,100,100,5132.833984375,,,,,
0237480519,100,100,4232.80859375,,,,,
0237480520,100,100,8122.4453125,,,,,
0237480521,100,100,10008.7265625,,,,,
0237480522,100,100,6833.955078125,,,,,
0237480523,100,100,7120.234375,,,,,
0238020101,100,100,10226.958984375,,,,,
0238020102,100,100,10216.904296875,,,,,
0238020103,100,100,10193.14453125,,,,,
0238020104,100,100,9479.138671875,,,,,
0238020105,100,100,9623.904296875,,,,,
0238020106,100,100,9573.853515625,,,,,
0238020107,100,100,9509.416015625,,,,,
0238020108,100,100,9575.95703125,,,,,
0238020109,100,100,9396.845703125,,,,,
0238020110,100,100,8860.2734375,,,,,
0238020111,100,100,8862.111328125,,,,,
0238020112,100,100,8885.525390625,,,,,
0238020113,100,100,9005.244140625,,,,,
0238020114,100,100,8982.341796875,,,,,
0238020115,100,100,8509.5546875,,,,,
0238020116,100,100,8044.419921875,,,,,
0238020117,100,100,8361.564453125,,,,,
0238020118,100,100,8739.306640625,,,,,
0238020119,100,100,8513.4921875,,,,,
0238020120,100,100,8480.927734375,,,,,
0238020121,100,100,8309.51953125,,,,,
0238020122,100,100,7962.271484375,,,,,
0238020123,100,100,7152.328125,,,,,
0238020124,100,100,7957.587890625,,,,,
0238020125,100,100,8998.775390625,,,,,
0238020126,100,100,9111.248046875,,,,,
0238020127,100,100,9608.69921875,,,,,
0238020128,100,100,9924.939453125,,,,,
0238020129,100,100,9199.033203125,,,,,
0238020130,100,100,9219.689453125,,,,,
0238020131,100,100,9723.98046875,,,,,
0238020132,100,100,9613.099609375,,,,,
0238020133,100,100,10439.80859375,,,,,
0238020134,100,100,9501.076171875,,,,,
0238020135,100,100,9771.958984375,,,,,
0238020136,100,100,9061.8359375,,,,,
0238020137,100,100,9536.1875,,,,,
0238020138,100,100,9753.046875,,,,,
0238020139,100,100,10164.224609375,,,,,
0238020201,100,100,8689.14453125,,,,,
0238020202,100,100,8407.43359375,,,,,
0238020203,100,100,8429.345703125,,,,,
0238020204,100,100,8347.3671875,,,,,
0238020205,100,100,8412.064453125,,,,,
0238020206,100,100,9029.63671875,,,,,
0238020207,100,100,8939.947265625,,,,,
0238020208,100,100,9045.5625,,,,,
0238020209,100,100,9031.53125,,,,,
0238020210,100,100,9116.103515625,,,,,
0238020211,100,100,9015.328125,,,,,
0238020212,100,100,9514.66015625,,,,,
0238020213,100,100,9550.84765625,,,,,
0238020214,100,100,9788.994140625,,,,,
0238020215,100,100,9129.51171875,,,,,
0238020216,100,100,9355.703125,,,,,
0238020217,100,100,9712.25,,,,,
0238020218,100,100,9553.7265625,,,,,
0238020219,100,100,9656.3984375,,,,,
0238020220,100,100,8907.025390625,,,,,
0238020221,100,100,9186.919921875,,,,,
0238020222,100,100,8378.7265625,,,,,
0238020223,100,100,8316.18359375,,,,,
0238020224,100,100,8273.82421875,,,,,
0238020225,100,100,8267.904296875,,,,,
0238020226,100,100,8380.455078125,,,,,
0238020227,100,100,8216.841796875,,,,,
0238020228,100,100,8596.04296875,,,,,
0238020229,100,100,9249.333984375,,,,,
0238020230,100,100,8379.84765625,,,,,
0238020231,100,100,9674.001953125,,,,,
0238020232,100,100,10190.119140625,,,,,
0238020233,100,100,10620.3671875,,,,,
0238020234,100,100,10380.033203125,,,,,
0238020235,100,100,10322.84765625,,,,,
0238020236,100,100,9717.302734375,,,,,
0238020301,100,100,9380.994140625,,,,,
0238020302,100,100,10359.619140625,,,,,
0238020303,100,100,9753.408203125,,,,,
0238020304,100,100,9469.81640625,,,,,
0238020305,100,100,9558.306640625,,,,,
0238020306,100,100,9092.234375,,,,,
0238020307,100,100,10188.26171875,,,,,
0238020308,100,100,8446.26171875,,,,,
0238020309,100,100,8412.5859375,,,,,
0238020310,100,100,8656.50390625,,,,,
0238020311,100,100,8311.392578125,,,,,
0238020312,100,100,8400.814453125,,,,,
0238020313,100,100,8160.91796875,,,,,
0238020314,100,100,9120.46484375,,,,,
0238020315,100,100,8591.7890625,,,,,
0238020316,100,100,8377.287109375,,,,,
0238020317,100,100,8302.064453125,,,,,
0238020318,150,100,8958.009765625,,,,,
0238020319,150,100,8741.33203125,,,,,
0238020320,100,100,9202.796875,,,,,
0238020321,100,100,9057.525390625,,,,,
0238020322,100,100,8835.154296875,,,,,
0238020323,100,100,9156.98828125,,,,,
0238020324,100,100,8796.123046875,,,,,
0238020325,100,100,9019.572265625,,,,,
0238020326,100,100,8668.609375,,,,,
0238020327,100,100,8852.498046875,,,,,
0238020328,100,100,9778.6640625,,,,,
0238020329,100,100,10028.556640625,,,,,
0238020330,100,100,9861.6484375,,,,,
0238020331,100,100,10299.564453125,,,,,
0238020332,100,100,10143.46875,,,,,
0238020333,100,100,10386.572265625,,,,,
0238020334,100,100,9836.158203125,,,,,
0238020335,100,100,11477.55859375,,,,,
0238020336,100,100,15710.56640625,,,,,
0238020337,100,100,10267.486328125,,,,,
0238020338,100,100,8881.185546875,,,,,
0238020339,100,100,9887.763671875,,,,,
0238020340,100,100,11422.37109375,,,,,
0238020341,100,100,10145.771484375,,,,,
0238020342,100,100,10617.900390625,,,,,
0238020343,100,100,10132.400390625,,,,,
0238020401,100,100,9439.09765625,,,,,
0238020402,100,100,9432.779296875,,,,,
0238020403,100,100,9602.728515625,,,,,
0238020404,100,100,9046.71484375,,,,,
0238020405,100,100,8621.59375,,,,,
0238020406,100,100,9185.830078125,,,,,
0238020407,100,100,8898.830078125,,,,,
0238020408,100,100,8866.515625,,,,,
0238020409,100,100,8256.416015625,,,,,
0238020410,100,100,8559.900390625,,,,,
0238020411,100,100,10756.306640625,,,,,
0238020412,100,100,10074.50390625,,,,,
0238020413,100,100,10606.712890625,,,,,
0238020414,100,100,10456.70703125,,,,,
0238020415,100,100,10173.595703125,,,,,
0238020416,100,100,10274.97265625,,,,,
0238020417,100,100,10126.091796875,,,,,
0238020418,100,100,9745.234375,,,,,
0238020419,100,100,9861.2578125,,,,,
0238020420,100,100,9898.056640625,,,,,
0238020421,100,100,9199.001953125,,,,,
0238020422,100,100,10862.5703125,,,,,
0238020423,100,100,8486.529296875,,,,,
0238020424,100,100,7750.3515625,,,,,
0238020425,100,100,8702.5625,,,,,
0238020426,100,100,8597.025390625,,,,,
0238020427,100,100,8808.16015625,,,,,
0238020428,100,100,8695.341796875,,,,,
0238020429,100,100,8923.779296875,,,,,
0238020430,100,100,9105.400390625,,,,,
0238020431,100,100,8891.21484375,,,,,
0238020432,100,100,8590.26953125,,,,,
0238020433,100,100,9252.818359375,,,,,
0238020434,100,100,10978.796875,,,,,
0238020435,100,100,9501.9453125,,,,,
0238020436,100,100,12284.2734375,,,,,
0238020437,100,100,15301.765625,,,,,
0238020438,100,100,10969.03515625,,,,,
0238020439,100,100,10484.099609375,,,,,
0238020440,100,100,9666.052734375,,,,,
0238020441,100,100,9882.38671875,,,,,
0238020442,100,100,10136.14453125,,,,,
0238020501,100,100,9293.44921875,,,,,
0238020502,100,100,9456.900390625,,,,,
0238020503,100,100,9782.994140625,,,,,
0238020504,100,100,9196.3515625,,,,,
0238020505,100,100,9159.68359375,,,,,
0238020506,100,100,9174.908203125,,,,,
0238020507,100,100,9118.11328125,,,,,
0238020508,100,100,8104.630859375,,,,,
0238020509,100,100,8644.23046875,,,,,
0238020510,100,100,9020.27734375,,,,,
0238020511,100,100,10446.203125,,,,,
0238020512,100,100,10347.736328125,,,,,
0238020513,100,100,10106.5390625,,,,,
0238020514,100,100,9193.7109375,,,,,
0238020515,100,100,8984.66796875,,,,,
0238020516,100,100,9151.009765625,,,,,
0238020517,100,100,8550.14453125,,,,,
0238020518,100,100,8816.45703125,,,,,
0238020519,100,100,8937.306640625,,,,,
0238020520,100,100,10274.0390625,,,,,
0238020521,100,100,10340.5234375,,,,,
0238020522,100,100,10311.7265625,,,,,
0238020523,100,100,8810.615234375,,,,,
0238020524,100,100,8969.416015625,,,,,
0238020525,100,100,8081.109375,,,,,
0238020526,100,100,8787.021484375,,,,,
0238020527,100,100,9208.458984375,,,,,
0238020528,100,100,8617.33984375,,,,,
0238020529,100,100,8667.099609375,,,,,
0238020530,100,100,8757.28515625,,,,,
0238020531,100,100,8703.802734375,,,,,
0238020532,100,100,8833.794921875,,,,,
0238020533,100,100,9355.26953125,,,,,
0238020534,100,100,12937.982421875,,,,,
0238020535,100,100,11394.529296875,,,,,
0238020536,100,100,8854.94921875,,,,,
0238020537,100,100,8497.98046875,,,,,
0238020601,100,100,9321.158203125,,,,,
0238020602,100,100,11926.890625,,,,,
0238020603,100,100,9285.779296875,,,,,
0238020604,100,100,10029.228515625,,,,,
0238020605,100,100,11710.888671875,,,,,
0238020606,100,100,10229.021484375,,,,,
0238020607,100,100,9830.001953125,,,,,
0238020608,100,100,9484.4140625,,,,,
0238020609,100,100,9035.37890625,,,,,
0238020610,100,100,8995.9140625,,,,,
0238020611,100,100,8831.28515625,,,,,
0238020612,100,100,8693.373046875,,,,,
0238020614,150,100,8512.2734375,,,,,
0238020701,100,100,9199.9140625,,,,,
0238020702,100,100,9644.083984375,,,,,
0238020703,100,100,12758.671875,,,,,
0238020704,100,100,14114.208984375,,,,,
0238020705,100,100,10120.181640625,,,,,
0238020706,100,100,15801.9765625,,,,,
0238020801,150,100,8877.578125,,,,,
0238050103,300,300,48860.16015625,,,,,
0238050105,400,400,256668.9375,,,,,
0238050107,400,400,39900.6015625,,,,,
0238050108,300,300,30500.533203125,,,,,
0238050111,300,300,36079.390625,,,,,
0238050112,300,300,27395.5703125,,,,,
0238050113,400,400,13271.09375,,,,,
0238050114,300,300,33572.0703125,,,,,
0238050116,300,300,163833.263671875,,,,,
0238050117,300,300,428910.755859375,,,,,
0238050118,300,300,60973.90234375,,,,,
0238050119,300,300,558543.203125,,,,,
0238050204,300,300,13749.587890625,,,,,
0238050205,300,300,14307.474609375,,,,,
0238050206,300,300,12521.689453125,,,,,
0238050207,400,400,41396.939453125,,,,,
0238050209,300,300,41425.69921875,,,,,
0238050213,300,300,119981.359375,,,,,
0238050214,650,600,844384.34765625,,,,,
0238050216,300,300,382878.767578125,,,,,
0238050217,300,300,14580.642578125,,,,,
0238080101,100,100,10924.748046875,,,,,
0238080102,100,100,10536.626953125,,,,,
0238080103,100,100,11528.470703125,,,,,
0238080104,100,100,10670.66796875,,,,,
0238080105,100,100,10388.939453125,,,,,
0238080106,100,100,10132.2265625,,,,,
0238080107,100,100,9855.681640625,,,,,
0238080108,100,100,9983.591796875,,,,,
0238080109,100,100,10931.935546875,,,,,
0238080201,100,100,9561.552734375,,,,,
0238080202,100,100,8765.03515625,,,,,
0238080203,100,100,8906.1171875,,,,,
0238080204,100,100,8848.166015625,,,,,
0238080205,100,100,11076.017578125,,,,,
0238080206,100,100,9107.52734375,,,,,
0238080301,100,100,10289.80078125,,,,,
0238080302,100,100,10723.427734375,,,,,
0238080303,100,100,10453.396484375,,,,,
0238080304,100,100,10453.458984375,,,,,
0238080305,100,100,10788.08203125,,,,,
0238080306,100,100,9815.001953125,,,,,
0238080307,100,100,10212.93359375,,,,,
0238080308,100,100,11374.279296875,,,,,
0238080309,100,100,11147.345703125,,,,,
0238080310,100,100,9458.9921875,,,,,
0238080311,100,100,9226.482421875,,,,,
0238080401,100,100,8770.6875,,,,,
0238080402,100,100,8699.396484375,,,,,
0238080403,100,100,9179.87890625,,,,,
0238080404,100,100,8708.244140625,,,,,
0238080405,100,100,8516.537109375,,,,,
0238080501,100,100,8661.24609375,,,,,
0238080502,100,100,8368.955078125,,,,,
0238080601,100,100,8704.541015625,,,,,
0238080602,100,100,8248.3828125,,,,,
0238080603,100,100,8687.490234375,,,,,
0238080604,100,100,8708.916015625,,,,,
0238080605,100,100,8651.35546875,,,,,
0238080606,100,100,8311.3046875,,,,,
0238080607,100,100,8245.552734375,,,,,
0238080608,100,100,8345.734375,,,,,
0238080609,100,100,7322.12109375,,,,,
0238080610,570,500,3595.052734375,,,,,
0238080611,100,100,7315.08984375,,,,,
0238080612,100,100,7479.53515625,,,,,
0238080613,100,100,7303.68359375,,,,,
0238080614,100,100,7236.724609375,,,,,
0238080615,100,100,7843.373046875,,,,,
0238080616,100,100,8488.17578125,,,,,
0238080617,100,100,7798.58984375,,,,,
0238080618,100,100,8553.486328125,,,,,
0238080619,100,100,8430.33984375,,,,,
0238080620,100,100,8653.08984375,,,,,
0238080621,100,100,8813.111328125,,,,,
0238080622,100,100,9053.201171875,,,,,
0238080623,100,100,8457.16796875,,,,,
0238080624,100,100,8232.009765625,,,,,
0238080625,100,100,8621.56640625,,,,,
0238080626,100,100,8054.5703125,,,,,
0238080627,100,100,8373.3984375,,,,,
0238080701,100,100,8566.35546875,,,,,
0238080702,100,100,7383.4609375,,,,,
0238080703,100,100,7410.21484375,,,,,
0238080704,100,100,8578.1796875,,,,,
0238080705,100,100,8304.078125,,,,,
0238080706,100,100,8280.70703125,,,,,
0238080707,100,100,8389.55078125,,,,,
0238080708,100,100,8336.4375,,,,,
0238080709,100,100,8175.595703125,,,,,
0238080710,100,100,8103.486328125,,,,,
0238080711,740,700,21604.66015625,,,,,
0238080712,100,100,13262.546875,,,,,
0238080713,100,100,8985.62109375,,,,,
0238080714,100,100,9149.08203125,,,,,
0238080716,100,100,7185.203125,,,,,
0238080717,100,100,12319.306640625,,,,,
0238080718,100,100,10981.7578125,,,,,
0238080719,100,100,9998.646484375,,,,,
0238080720,100,100,7715.623046875,,,,,
0238080721,100,100,7387.30859375,,,,,
0238080722,100,100,7429.544921875,,,,,
0238080723,100,100,7523.8828125,,,,,
0238080724,100,100,6731.326171875,,,,,
0238080725,100,100,7813.3984375,,,,,
0238080726,100,100,8050.99609375,,,,,
0238080727,100,100,9280.90625,,,,,
0238080728,100,100,8716.4296875,,,,,
0238080729,100,100,8700.39453125,,,,,
0238080730,100,100,8034.671875,,,,,
0238080731,100,100,7958.025390625,,,,,
0238080732,100,100,7246.970703125,,,,,
0238080733,100,100,7940.666015625,,,,,
0238080734,100,100,8611.62890625,,,,,
0238080735,100,100,8351.8984375,,,,,
0238080736,100,100,9742.85546875,,,,,
0238080737,100,100,10184.15625,,,,,
0238080801,100,100,7189.833984375,,,,,
0238080802,100,100,9239.447265625,,,,,
0238080803,100,100,10790.19140625,,,,,
0238080901,100,100,6934.28515625,,,,,
0238080902,100,100,6655.4765625,,,,,
0238080903,100,100,7541.009765625,,,,,
0238080904,740,700,31566.564453125,,,,,
0238080905,100,100,12598.029296875,,,,,
0238080906,100,100,10222.12890625,,,,,
0238080907,100,100,8538.501953125,,,,,
0238080908,100,100,8270.564453125,,,,,
0238080909,100,100,8314.873046875,,,,,
0238080910,100,100,8279.8359375,,,,,
0238080911,100,100,8302.1328125,,,,,
0238080912,100,100,8280.869140625,,,,,
0238080913,100,100,8632.0078125,,,,,
0238080914,100,100,8596.609375,,,,,
0238080915,100,100,7914.484375,,,,,
0238080916,100,100,8446.017578125,,,,,
0238080917,100,100,8397.63671875,,,,,
0238080918,100,100,8363.0703125,,,,,
0238080919,100,100,8602.802734375,,,,,
0238080920,100,100,9358.046875,,,,,
0238080921,100,100,9884.5390625,,,,,
0238080922,100,100,8367.982421875,,,,,
0238080924,100,100,6322.103515625,,,,,
0238080925,100,100,6696.697265625,,,,,
0238080926,100,100,8392.1953125,,,,,
0238080927,100,100,8691.29296875,,,,,
0238080928,100,100,7765.01171875,,,,,
0238081001,100,100,7693.380859375,,,,,
0238081002,100,100,9003.349609375,,,,,
0238081003,100,100,10451.6875,,,,,
0238081004,100,100,11943.947265625,,,,,
0238081005,740,700,4119.005859375,,,,,
0238081006,100,100,10198.302734375,,,,,
0238081007,100,100,7990.994140625,,,,,
0238081008,100,100,7734.736328125,,,,,
0238081009,100,100,8510.873046875,,,,,
0238081010,100,100,8463.21875,,,,,
0238081011,100,100,8494.953125,,,,,
0238081012,100,100,8492.935546875,,,,,
0238081013,100,100,8458.2265625,,,,,
0238081014,100,100,8473.849609375,,,,,
0238081015,100,100,8588.017578125,,,,,
0238081016,100,100,8293.01171875,,,,,
0238081021,220,200,13249.767578125,,,,,
0238081023,300,300,18940.482421875,,,,,
0238081024,220,200,12052.85546875,,,,,
0238081025,400,400,38515.365234375,,,,,
0238081030,300,300,216227.94140625,,,,,
0238081031,400,400,46289.064453125,,,,,
0238081101,100,100,8431.380859375,,,,,
0238081102,100,100,8611.76953125,,,,,
0238081103,100,100,8581.04296875,,,,,
0238081104,100,100,8842.013671875,,,,,
0238081105,100,100,7588.158203125,,,,,
0238081106,100,100,8558.861328125,,,,,
0238081107,100,100,8633.29296875,,,,,
0238081108,100,100,8643.9296875,,,,,
0238081109,100,100,8684.3515625,,,,,
0238081110,100,100,7115.275390625,,,,,
0238081111,100,100,7123.7109375,,,,,
0238081112,100,100,13949.25390625,,,,,
0238081113,100,100,14095.015625,,,,,
0238081114,100,100,7151.6953125,,,,,
0238081115,100,100,7371.916015625,,,,,
0238081117,740,700,3402.990234375,,,,,
0238081118,100,100,7766.00390625,,,,,
0238081119,100,100,8822.80859375,,,,,
0238081120,100,100,8801.0625,,,,,
0238081121,100,100,8069.673828125,,,,,
0238081122,100,100,8109.51171875,,,,,
0238081123,300,300,21323.95703125,,,,,
0238081124,220,200,14974.326171875,,,,,
0238081127,220,200,9779.6015625,,,,,
0238081128,220,200,9883.259765625,,,,,
0238081129,220,200,9689.19140625,,,,,
0238081130,220,200,9663.00390625,,,,,
0238081131,220,200,9643.755859375,,,,,
0238081135,220,200,28877.732421875,,,,,
0238081136,220,200,36061.17578125,,,,,
0238081201,100,100,9868.681640625,,,,,
0238081202,100,100,9571.3515625,,,,,
0238081203,100,100,9185.228515625,,,,,
0238081204,100,100,7481.140625,,,,,
0238081205,100,100,7317.412109375,,,,,
0238081206,100,100,7376.078125,,,,,
0238081301,100,100,8209.158203125,,,,,
0238081302,100,100,8077.21875,,,,,
0238081303,100,100,7422.927734375,,,,,
0238081304,100,100,6855.1953125,,,,,
0238081305,100,100,6953.8828125,,,,,
0238081306,100,100,6779.447265625,,,,,
0238081307,100,100,7005.91015625,,,,,
0238081308,100,100,8271.208984375,,,,,
0238081309,100,100,8249.51953125,,,,,
0238081310,100,100,8989.94140625,,,,,
0238081311,100,100,9651.81640625,,,,,
0238081312,100,100,8369.951171875,,,,,
0238081313,100,100,8452.564453125,,,,,
0238081314,100,100,9705.083984375,,,,,
0238081315,100,100,10338.041015625,,,,,
0238081316,100,100,10168.79296875,,,,,
0238081317,100,100,9793.361328125,,,,,
0238081318,100,100,9513.896484375,,,,,
0238081319,100,100,8233.09375,,,,,
0238081320,100,100,8917.12109375,,,,,
0238081321,100,100,7368.08984375,,,,,
0238081322,100,100,8238.712890625,,,,,
0238081323,100,100,8928.029296875,,,,,
0238081401,100,100,13360.638671875,,,,,
0238081402,100,100,11308.404296875,,,,,
0238081403,100,100,8601.951171875,,,,,
0238081404,100,100,7858.283203125,,,,,
0238081405,100,100,9094.2890625,,,,,
0238081406,100,100,8578.123046875,,,,,
0238081407,100,100,10381.390625,,,,,
0238081408,100,100,9581.17578125,,,,,
0238081409,100,100,10455.603515625,,,,,
0238081410,100,100,15067.466796875,,,,,
0238081411,100,100,9972.83984375,,,,,
0238081412,100,100,14711.037109375,,,,,
0238081413,100,100,8896.10546875,,,,,
0238081414,100,100,10576.890625,,,,,
0238081415,100,100,8754.93359375,,,,,
0238081416,100,100,9500.724609375,,,,,
0238081417,100,100,9561.8515625,,,,,
0238081418,100,100,11436.9765625,,,,,
0238081419,100,100,12119.298828125,,,,,
0238081501,100,100,8094.998046875,,,,,
0238081502,100,100,8550.60546875,,,,,
0238081503,100,100,8127.103515625,,,,,
0238081504,100,100,8125.556640625,,,,,
0238081505,100,100,8797.29296875,,,,,
0238081506,100,100,8857.875,,,,,
0238081507,100,100,9179.49609375,,,,,
0238081508,100,100,8025.205078125,,,,,
0238081509,100,100,8616.728515625,,,,,
0238081510,100,100,8276.18359375,,,,,
0238081511,100,100,7850.17578125,,,,,
0238081512,100,100,7807.5546875,,,,,
0238081513,100,100,8063.412109375,,,,,
0238081514,100,100,8549.724609375,,,,,
0238081515,100,100,9365.666015625,,,,,
0238081516,100,100,9136.912109375,,,,,
0238081517,100,100,8691.728515625,,,,,
0238081518,100,100,8380.66796875,,,,,
0238081519,100,100,8602.181640625,,,,,
0238081520,100,100,8100.197265625,,,,,
0238081521,100,100,7846.408203125,,,,,
0238081522,100,100,8575.197265625,,,,,
0238081701,210,200,7986.455078125,,,,,
0238081702,210,200,7958.669921875,,,,,
0238081703,210,200,7961.6953125,,,,,
0238081704,210,200,7965,,,,,
0238081705,210,200,7968.322265625,,,,,
0238081706,210,200,7946.248046875,,,,,
0238081707,210,200,7958.01171875,,,,,
0238081708,210,200,7990.537109375,,,,,
0238081709,300,300,17242.775390625,,,,,
0238081714,300,300,18869.853515625,,,,,
0238081715,400,400,3373.236328125,,,,,
0238081716,300,300,10999.501953125,,,,,
0238081717,210,200,7956.80859375,,,,,
0238081718,210,200,11704.833984375,,,,,
0238081719,300,300,10105.765625,,,,,
0238081720,400,400,7781.7421875,,,,,
0238081721,300,300,10496.6015625,,,,,
0238081722,300,300,8153.8125,,,,,
0238081723,300,300,10833.6953125,,,,,
0238081724,300,300,12590.802734375,,,,,
0238081801,210,200,13500.01953125,,,,,
0238081901,100,100,11619.73828125,,,,,
0238120202,510,500,208347.515625,,,,,
0238120204,510,500,185552.935546875,,,,,
0238120205,113,113,308357.978515625,,,,,
0238120301,100,100,6852.306640625,,,,,
0238120302,100,100,6594.087890625,,,,,
0238120303,100,100,7438.5546875,,,,,
0238120304,100,100,8240.984375,,,,,
0238120401,100,100,11308.37890625,,,,,
0238120402,100,100,8434.50390625,,,,,
0238120403,100,100,8538.275390625,,,,,
0238120405,100,100,8520.169921875,,,,,
0238120406,100,100,8493.642578125,,,,,
0238120407,100,100,8583.587890625,,,,,
0238120408,100,100,7264.380859375,,,,,
0238120409,100,100,7383.14453125,,,,,
0238120410,100,100,7367.7421875,,,,,
0238120411,100,100,7351.91015625,,,,,
0238120412,100,100,7321.529296875,,,,,
0238120413,100,100,7487.4765625,,,,,
0238120414,100,100,7400.095703125,,,,,
0238120415,100,100,7392.150390625,,,,,
0238120416,100,100,7766.94921875,,,,,
0238120501,100,100,7755.177734375,,,,,
0238120502,100,100,6457.970703125,,,,,
0238120503,100,100,6655.7734375,,,,,
0238120504,100,100,9470.560546875,,,,,
0238120505,100,100,9468.68359375,,,,,
0238120506,100,100,6552.609375,,,,,
0238120507,100,100,6545.44921875,,,,,
0238120508,100,100,6737.1875,,,,,
0238120509,100,100,6923.173828125,,,,,
0238120601,100,100,7955.4453125,,,,,
0238120602,100,100,7434.119140625,,,,,
0238120603,100,100,7098.986328125,,,,,
0238120604,100,100,7181.115234375,,,,,
0238120605,100,100,8098.63671875,,,,,
0238120606,100,100,8047.80859375,,,,,
0238120607,100,100,7930.6953125,,,,,
0238120608,100,100,8110.41796875,,,,,
0238120609,100,100,7935.490234375,,,,,
0238120610,100,100,9000.2578125,,,,,
0238120611,100,100,7726.70703125,,,,,
0238120612,100,100,10842.0859375,,,,,
0238120613,100,100,8405.59765625,,,,,
0238120614,100,100,10043.138671875,,,,,
0238120615,100,100,7118.53125,,,,,
0238120616,100,100,7694.509765625,,,,,
0238120617,100,100,6920.77734375,,,,,
0238120618,100,100,6888.71875,,,,,
0238120619,100,100,6875.35546875,,,,,
0238120620,100,100,6883.11328125,,,,,
0238120621,100,100,6876.89453125,,,,,
0238120622,100,100,6854.63671875,,,,,
0238120701,100,100,7997.7578125,,,,,
0238120702,100,100,8423.251953125,,,,,
0238120703,100,100,7986.8203125,,,,,
0238120704,100,100,8011.43359375,,,,,
0238120705,100,100,8034.796875,,,,,
0238120706,100,100,7721.63671875,,,,,
0238120707,100,100,8282.681640625,,,,,
0238120708,100,100,7514.541015625,,,,,
0238120709,100,100,10124.234375,,,,,
0238120711,100,100,8712.115234375,,,,,
0238120712,100,100,7857.884765625,,,,,
0238120713,100,100,7916.509765625,,,,,
0238120714,100,100,8575.33203125,,,,,
0238120715,100,100,8499.134765625,,,,,
0238120716,100,100,8620.34765625,,,,,
0238120717,100,100,8739.388671875,,,,,
0238120718,150,100,10394.228515625,,,,,
0238120719,100,100,9962.044921875,,,,,
0238120720,100,100,9737.181640625,,,,,
0238120721,100,100,9407.751953125,,,,,
0238120722,100,100,9208.3671875,,,,,
0238120723,100,100,14527.98046875,,,,,
0238120724,100,100,15720.1484375,,,,,
0238120725,100,100,13720.63671875,,,,,
0238120726,100,100,10330.787109375,,,,,
0238120727,100,100,11908.689453125,,,,,
0238120728,100,100,10008.453125,,,,,
0238120729,100,100,5989.79296875,,,,,
0238120730,100,100,6499.87109375,,,,,
0238120801,100,100,8475.568359375,,,,,
0238120802,100,100,8362.375,,,,,
0238120803,100,100,8282.482421875,,,,,
0238120804,100,100,10402.193359375,,,,,
0238120805,150,100,11800.099609375,,,,,
0238121001,100,100,6853.3203125,,,,,
0238121002,100,100,7950.123046875,,,,,
0238121003,100,100,11854.62890625,,,,,
0238121004,100,100,15759.708984375,,,,,
0238121005,100,100,9383.529296875,,,,,
0238121006,150,100,15425.52734375,,,,,
0238121007,100,100,14414.875,,,,,
0238121008,100,100,8512.875,,,,,
0238121009,100,100,7502.83984375,,,,,
0238121010,100,100,8018.439453125,,,,,
0238121011,100,100,9050.05078125,,,,,
0238121012,100,100,9986.908203125,,,,,
0238121013,100,100,10153.5546875,,,,,
0238121014,100,100,9719.76171875,,,,,
0238121015,100,100,9481.404296875,,,,,
0238121016,100,100,8029.23046875,,,,,
0238121017,100,100,13638.025390625,,,,,
