CASE_NUMBER,council_member,vote
C14-2012-0130,CM_7,YES
C14-2012-0130,CM_8,YES
C14-2012-0130,CM_9,YES
C14-2012-0130,CM_10,NO
C14-2012-0130,Mayor,YES
C14-2012-0130,CM_1,YES
C14-2012-0130,CM_2,YES
C14-2012-0130,CM_3,YES
C14-2012-0130,CM_4,YES
C14-2012-0130,CM_5,YES
C14-2012-0130,CM_6,YES
C14-2012-0130,CM_7,NO
C14-2012-0130,CM_8,YES
C14-2012-0130,CM_9,YES
C14-2012-0130,CM_10,YES
C14-2012-0140,Mayor,YES
C14-2012-0140,CM_1,YES
C14-2012-0140,CM_2,NO
C14-2012-0140,CM_3,YES
C14-2012-0140,CM_4,YES
C14-2012-0140,CM_5,YES
C14-2012-0140,CM_6,YES
C14-2012-0140,CM_7,YES
C14-2012-0140,CM_8,YES
C14-2012-0140,CM_9,YES
C14-2012-0140,CM_10,NO
C14-2012-0140,Mayor,YES
C14-2012-0140,CM_1,YES
C14-2012-0140,CM_2,NO
C14-2012-0140,CM_3,YES
C14-2012-0140,CM_4,YES
C14-2012-0140,CM_5,YES
C14-2012-0140,CM_6,NO
C14-2012-0140,CM_7,YES
C14-2012-0140,CM_8,YES
C14-2012-0140,CM_9,YES
C14-2012-0140,CM_10,NO
C14-2012-0140,Mayor,YES
C14-2012-0140,CM_1,YES
C14-2012-0140,CM_2,NO
C14-2012-0140,CM_3,YES
C14-2012-0140,CM_4,YES
C14-2012-0140,CM_5,YES
C14-2012-0140,CM_6,YES
C14-2012-0140,CM_7,YES
C14-2012-0140,CM_8,YES
C14-2012-0140,CM_9,YES
C14-2012-0140,CM_10,YES
C14-2012-0140,Mayor,NO
C14-2012-0140,CM_1,YES
C14-2012-0140,CM_2,YES
C14-2012-0140,CM_3,YES
C14-2012-0140,CM_4,YES
C14-2012-0140,CM_5,YES
C14-2012-0140,CM_6,YES
C14-2012-0140,CM_7,YES
C14-2012-0140,CM_8,YES
C14-2012-0140,CM_9,YES
C14-2012-0140,CM_10,YES
C14-2013-0031,Mayor,YES
C14-2013-0031,CM_1,YES
C14-2013-0031,CM_2,YES
C14-2013-0031,CM_3,YES
C14-2013-0031,CM_4,YES
C14-2013-0031,CM_5,YES
C14-2013-0031,CM_6,YES
C14-2013-0031,CM_7,YES
C14-2013-0031,CM_8,NO
C14-2013-0031,CM_9,YES
C14-2013-0031,CM_10,YES
C14-2013-0031,Mayor,YES
C14-2013-0031,CM_1,NO
C14-2013-0031,CM_2,YES
C14-2013-0031,CM_3,YES
C14-2013-0031,CM_4,NO
C14-2013-0031,CM_5,YES
C14-2013-0031,CM_6,YES
C14-2013-0031,CM_7,NO
C14-2013-0031,CM_8,YES
C14-2013-0031,CM_9,YES
C14-2013-0031,CM_10,YES
C14-2013-0031,Mayor,YES
C14-2013-0031,CM_1,YES
C14-2013-0031,CM_2,YES
C14-2013-0031,CM_3,YES
C14-2013-0031,CM_4,YES
C14-2013-0031,CM_5,YES
C14-2013-0031,CM_6,YES
C14-2013-0031,CM_7,YES
C14-2013-0031,CM_8,YES
C14-2013-0031,CM_9,YES
C14-2013-0031,CM_10,NO
C14-2013-0031,Mayor,NO
C14-2013-0031,CM_1,YES
C14-2013-0031,CM_2,YES
C14-2013-0031,CM_3,YES
C14-2013-0031,CM_4,YES
C14-2013-0031,CM_5,YES
C14-2013-0031,CM_6,YES
C14-2013-0031,CM_7,YES
C14-2013-0031,CM_8,YES
C14-2013-0031,CM_9,NO
C14-2013-0031,CM_10,YES
C14-2013-0031,Mayor,YES
C14-2013-0031,CM_1,YES
C14-2013-0031,CM_2,YES
C14-2013-0031,CM_3,YES
C14-2013-0031,CM_4,YES
C14-2013-0031,CM_5,NO
C14-2013-0031,CM_6,YES
C14-2013-0031,CM_7,YES
C14-2013-0031,CM_8,YES
C14-2013-0031,CM_9,YES
C14-2013-0031,CM_10,NO
C14-2013-0034,Mayor,YES
C14-2013-0034,CM_1,YES
C14-2013-0034,CM_2,YES
C14-2013-0034,CM_3,NO
C14-2013-0034,CM_4,YES
C14-2013-0034,CM_5,YES
C14-2013-0034,CM_6,YES
C14-2013-0034,CM_7,YES
C14-2013-0034,CM_8,YES
C14-2013-0034,CM_9,YES
C14-2013-0034,CM_10,YES
C14-2013-0040,Mayor,YES
C14-2013-0040,CM_1,YES
C14-2013-0040,CM_2,YES
C14-2013-0040,CM_3,YES
C14-2013-0040,CM_4,NO
C14-2013-0040,CM_5,NO
C14-2013-0040,CM_6,YES
C14-2013-0040,CM_7,YES
C14-2013-0040,CM_8,YES
C14-2013-0040,CM_9,YES
C14-2013-0040,CM_10,YES
C14-2013-0040,Mayor,YES
C14-2013-0040,CM_1,YES
C14-2013-0040,CM_2,YES
C14-2013-0040,CM_3,NO
C14-2013-0040,CM_4,YES
C14-2013-0040,CM_5,NO
C14-2013-0040,CM_6,YES
C14-2013-0040,CM_7,YES
C14-2013-0040,CM_8,NO
C14-2013-0040,CM_9,YES
C14-2013-0040,CM_10,YES
C14-2013-0040,Mayor,NO
C14-2013-0040,CM_1,YES
C14-2013-0040,CM_2,YES
C14-2013-0040,CM_3,YES
C14-2013-0040,CM_4,YES
C14-2013-0040,CM_5,YES
C14-2013-0040,CM_6,YES
C14-2013-0040,CM_7,YES
C14-2013-0040,CM_8,YES
C14-2013-0040,CM_9,YES
C14-2013-0040,CM_10,YES
C14-2013-0040,Mayor,YES
C14-2013-0040,CM_1,YES
C14-2013-0040,CM_2,YES
C14-2013-0040,CM_3,YES
C14-2013-0040,CM_4,YES
C14-2013-0040,CM_5,YES
C14-2013-0040,CM_6,YES
C14-2013-0040,CM_7,NO
C14-2013-0040,CM_8,NO
C14-2013-0040,CM_9,NO
C14-2013-0040,CM_10,YES
C14-2013-0053,Mayor,YES
C14-2013-0053,CM_1,NO
C14-2013-0053,CM_2,NO
C14-2013-0053,CM_3,YES
C14-2013-0053,CM_4,YES
C14-2013-0053,CM_5,YES
C14-2013-0053,CM_6,YES
C14-2013-0053,CM_7,YES
C14-2013-0053,CM_8,YES
C14-2013-0053,CM_9,YES
C14-2013-0053,CM_10,NO
C14-2013-0053,Mayor,YES
C14-2013-0053,CM_1,YES
C14-2013-0053,CM_2,YES
C14-2013-0053,CM_3,NO
C14-2013-0053,CM_4,YES
C14-2013-0053,CM_5,YES
C14-2013-0053,CM_6,YES
C14-2013-0053,CM_7,YES
C14-2013-0053,CM_8,YES
C14-2013-0053,CM_9,YES
C14-2013-0053,CM_10,YES
C14-2013-0060,Mayor,YES
C14-2013-0060,CM_1,YES
C14-2013-0060,CM_2,YES
C14-2013-0060,CM_3,YES
C14-2013-0060,CM_4,YES
C14-2013-0060,CM_5,YES
C14-2013-0060,CM_6,YES
C14-2013-0060,CM_7,YES
C14-2013-0060,CM_8,YES
C14-2013-0060,CM_9,NO
C14-2013-0060,CM_10,YES
C14-2013-0060,Mayor,YES
C14-2013-0060,CM_1,YES
C14-2013-0060,CM_2,NO
C14-2013-0060,CM_3,YES
C14-2013-0060,CM_4,YES
C14-2013-0060,CM_5,YES
C14-2013-0060,CM_6,YES
C14-2013-0060,CM_7,YES
C14-2013-0060,CM_8,YES
C14-2013-0060,CM_9,YES
C14-2013-0060,CM_10,YES
C14-2013-0060,Mayor,YES
C14-2013-0060,CM_1,YES
C14-2013-0060,CM_2,NO
C14-2013-0060,CM_3,YES
C14-2013-0060,CM_4,YES
C14-2013-0060,CM_5,YES
C14-2013-0060,CM_6,NO
C14-2013-0060,CM_7,YES
C14-2013-0060,CM_8,YES
C14-2013-0060,CM_9,YES
C14-2013-0060,CM_10,NO
C14-2013-0060,Mayor,YES
C14-2013-0060,CM_1,YES
C14-2013-0060,CM_2,YES
C14-2013-0060,CM_3,YES
C14-2013-0060,CM_4,NO
C14-2013-0060,CM_5,NO
C14-2013-0060,CM_6,YES
C14-2013-0060,CM_7,YES
C14-2013-0060,CM_8,YES
C14-2013-0060,CM_9,YES
C14-2013-0060,CM_10,YES
C14-2013-0060,Mayor,YES
C14-2013-0060,CM_1,YES
C14-2013-0060,CM_2,YES
C14-2013-0060,CM_3,YES
C14-2013-0060,CM_4,NO
C14-2013-0060,CM_5,YES
C14-2013-0060,CM_6,YES
C14-2013-0060,CM_7,YES
C14-2013-0060,CM_8,YES
C14-2013-0060,CM_9,YES
C14-2013-0060,CM_10,YES
C14-2013-0087,Mayor,YES
C14-2013-0087,CM_1,YES
C14-2013-0087,CM_2,YES
C14-2013-0087,CM_3,YES
C14-2013-0087,CM_4,YES
C14-2013-0087,CM_5,YES
C14-2013-0087,CM_6,YES
C14-2013-0087,CM_7,YES
C14-2013-0087,CM_8,YES
C14-2013-0087,CM_9,YES
C14-2013-0087,CM_10,NO
C14-2013-0095,Mayor,YES
C14-2013-0095,CM_1,YES
C14-2013-0095,CM_2,YES
C14-2013-0095,CM_3,NO
C14-2013-0095,CM_4,YES
C14-2013-0095,CM_5,NO
C14-2013-0095,CM_6,YES
C14-2013-0095,CM_7,YES
C14-2013-0095,CM_8,YES
C14-2013-0095,CM_9,YES
C14-2013-0095,CM_10,YES
C14-2013-0095,Mayor,YES
C14-2013-0095,CM_1,YES
C14-2013-0095,CM_2,YES
C14-2013-0095,CM_3,YES
C14-2013-0095,CM_4,NO
C14-2013-0095,CM_5,YES
C14-2013-0095,CM_6,YES
C14-2013-0095,CM_7,YES
C14-2013-0095,CM_8,YES
C14-2013-0095,CM_9,YES
C14-2013-0095,CM_10,YES
C14-2013-0095,Mayor,YES
C14-2013-0095,CM_1,YES
C14-2013-0095,CM_2,YES
C14-2013-0095,CM_3,NO
C14-2013-0095,CM_4,NO
C14-2013-0095,CM_5,YES
C14-2013-0095,CM_6,YES
C14-2013-0095,CM_7,YES
C14-2013-0095,CM_8,YES
C14-2013-0095,CM_9,YES
C14-2013-0095,CM_10,YES
C14-2013-0096,Mayor,YES
C14-2013-0096,CM_1,YES
C14-2013-0096,CM_2,YES
C14-2013-0096,CM_3,YES
C14-2013-0096,CM_4,YES
C14-2013-0096,CM_5,YES
C14-2013-0096,CM_6,YES
C14-2013-0096,CM_7,NO
C14-2013-0096,CM_8,YES
C14-2013-0096,CM_9,YES
C14-2013-0096,CM_10,YES
C14-2013-0096,Mayor,YES
C14-2013-0096,CM_1,YES
C14-2013-0096,CM_2,YES
C14-2013-0096,CM_3,YES
C14-2013-0096,CM_4,YES
C14-2013-0096,CM_5,NO
C14-2013-0096,CM_6,YES
C14-2013-0096,CM_7,YES
C14-2013-0096,CM_8,YES
C14-2013-0096,CM_9,YES
C14-2013-0096,CM_10,YES
C14-2013-0096,Mayor,YES
C14-2013-0096,CM_1,YES
C14-2013-0096,CM_2,YES
C14-2013-0096,CM_3,YES
C14-2013-0096,CM_4,NO
C14-2013-0096,CM_5,YES
C14-2013-0096,CM_6,YES
C14-2013-0096,CM_7,YES
C14-2013-0096,CM_8,NO
C14-2013-0096,CM_9,NO
C14-2013-0096,CM_10,YES
C14-2013-0097,Mayor,YES
C14-2013-0097,CM_1,YES
C14-2013-0097,CM_2,YES
C14-2013-0097,CM_3,NO
C14-2013-0097,CM_4,YES
C14-2013-0097,CM_5,YES
C14-2013-0097,CM_6,YES
C14-2013-0097,CM_7,YES
C14-2013-0097,CM_8,NO
C14-2013-0097,CM_9,YES
C14-2013-0097,CM_10,YES
C14-2013-0097,Mayor,YES
C14-2013-0097,CM_1,NO
C14-2013-0097,CM_2,YES
C14-2013-0097,CM_3,YES
C14-2013-0097,CM_4,NO
C14-2013-0097,CM_5,YES
C14-2013-0097,CM_6,YES
C14-2013-0097,CM_7,YES
C14-2013-0097,CM_8,YES
C14-2013-0097,CM_9,YES
C14-2013-0097,CM_10,YES
C14-2013-0097,Mayor,YES
C14-2013-0097,CM_1,YES
C14-2013-0097,CM_2,YES
C14-2013-0097,CM_3,YES
C14-2013-0097,CM_4,YES
C14-2013-0097,CM_5,YES
C14-2013-0097,CM_6,YES
C14-2013-0097,CM_7,NO
C14-2013-0097,CM_8,YES
C14-2013-0097,CM_9,YES
C14-2013-0097,CM_10,YES
C14-2013-0098,Mayor,YES
C14-2013-0098,CM_1,YES
C14-2013-0098,CM_2,YES
C14-2013-0098,CM_3,YES
C14-2013-0098,CM_4,NO
C14-2013-0098,CM_5,YES
C14-2013-0098,CM_6,YES
C14-2013-0098,CM_7,YES
C14-2013-0098,CM_8,YES
C14-2013-0098,CM_9,YES
C14-2013-0098,CM_10,YES
C14-2013-0098,Mayor,NO
C14-2013-0098,CM_1,YES
C14-2013-0098,CM_2,YES
C14-2013-0098,CM_3,YES
C14-2013-0098,CM_4,YES
C14-2013-0098,CM_5,YES
C14-2013-0098,CM_6,YES
C14-2013-0098,CM_7,NO
C14-2013-0098,CM_8,YES
C14-2013-0098,CM_9,YES
C14-2013-0098,CM_10,YES
C14-2013-0098,Mayor,YES
C14-2013-0098,CM_1,YES
C14-2013-0098,CM_2,YES
C14-2013-0098,CM_3,YES
C14-2013-0098,CM_4,YES
C14-2013-0098,CM_5,NO
C14-2013-0098,CM_6,YES
C14-2013-0098,CM_7,YES
C14-2013-0098,CM_8,YES
C14-2013-0098,CM_9,YES
C14-2013-0098,CM_10,YES
C14-2013-0104,Mayor,NO
C14-2013-0104,CM_1,YES
C14-2013-0104,CM_2,YES
C14-2013-0104,CM_3,YES
C14-2013-0104,CM_4,NO
C14-2013-0104,CM_5,YES
C14-2013-0104,CM_6,YES
C14-2013-0104,CM_7,YES
C14-2013-0104,CM_8,YES
C14-2013-0104,CM_9,YES
C14-2013-0104,CM_10,YES
C14-2013-0104,Mayor,YES
C14-2013-0104,CM_1,YES
C14-2013-0104,CM_2,YES
C14-2013-0104,CM_3,YES
C14-2013-0104,CM_4,NO
C14-2013-0104,CM_5,YES
C14-2013-0104,CM_6,YES
C14-2013-0104,CM_7,YES
C14-2013-0104,CM_8,YES
C14-2013-0104,CM_9,YES
C14-2013-0104,CM_10,YES
C14-2013-0126,Mayor,YES
C14-2013-0126,CM_1,YES
C14-2013-0126,CM_2,YES
C14-2013-0126,CM_3,YES
C14-2013-0126,CM_4,YES
C14-2013-0126,CM_5,YES
C14-2013-0126,CM_6,YES
C14-2013-0126,CM_7,YES
C14-2013-0126,CM_8,YES
C14-2013-0126,CM_9,YES
C14-2013-0126,CM_10,YES
C14-2013-0107,Mayor,YES
C14-2013-0107,CM_1,YES
C14-2013-0107,CM_2,YES
C14-2013-0107,CM_3,YES
C14-2013-0107,CM_4,NO
C14-2013-0107,CM_5,YES
C14-2013-0107,CM_6,YES
C14-2013-0107,CM_7,NO
C14-2013-0107,CM_8,YES
C14-2013-0107,CM_9,YES
C14-2013-0107,CM_10,YES
C14-2013-0107,Mayor,YES
C14-2013-0107,CM_1,NO
C14-2013-0107,CM_2,YES
C14-2013-0107,CM_3,YES
C14-2013-0107,CM_4,YES
C14-2013-0107,CM_5,NO
C14-2013-0107,CM_6,NO
C14-2013-0107,CM_7,YES
C14-2013-0107,CM_8,YES
C14-2013-0107,CM_9,YES
C14-2013-0107,CM_10,YES
C14-2013-0107,Mayor,YES
C14-2013-0107,CM_1,YES
C14-2013-0107,CM_2,YES
C14-2013-0107,CM_3,NO
C14-2013-0107,CM_4,NO
C14-2013-0107,CM_5,YES
C14-2013-0107,CM_6,YES
C14-2013-0107,CM_7,YES
C14-2013-0107,CM_8,YES
C14-2013-0107,CM_9,YES
C14-2013-0107,CM_10,NO
C14-2013-0022,Mayor,YES
C14-2013-0022,CM_1,YES
C14-2013-0022,CM_2,YES
C14-2013-0022,CM_3,YES
C14-2013-0022,CM_4,YES
C14-2013-0022,CM_5,NO
C14-2013-0022,CM_6,YES
C14-2013-0022,CM_7,YES
C14-2013-0022,CM_8,YES
C14-2013-0022,CM_9,YES
C14-2013-0022,CM_10,YES
C14-2013-0158,Mayor,YES
C14-2013-0158,CM_1,NO
C14-2013-0158,CM_2,YES
C14-2013-0158,CM_3,YES
C14-2013-0158,CM_4,YES
C14-2013-0158,CM_5,YES
C14-2013-0158,CM_6,YES
C14-2013-0158,CM_7,YES
C14-2013-0158,CM_8,NO
C14-2013-0158,CM_9,YES
C14-2013-0158,CM_10,YES
C14-2013-0158,Mayor,YES
C14-2013-0158,CM_1,YES
C14-2013-0158,CM_2,YES
C14-2013-0158,CM_3,YES
C14-2013-0158,CM_4,YES
C14-2013-0158,CM_5,YES
C14-2013-0158,CM_6,YES
C14-2013-0158,CM_7,YES
C14-2013-0158,CM_8,YES
C14-2013-0158,CM_9,NO
C14-2013-0158,CM_10,YES
C14-2013-0158,Mayor,YES
C14-2013-0158,CM_1,YES
C14-2013-0158,CM_2,YES
C14-2013-0158,CM_3,YES
C14-2013-0158,CM_4,YES
C14-2013-0158,CM_5,NO
C14-2013-0158,CM_6,YES
C14-2013-0158,CM_7,NO
C14-2013-0158,CM_8,YES
C14-2013-0158,CM_9,YES
C14-2013-0158,CM_10,YES
C14-2013-0158,Mayor,YES
C14-2013-0158,CM_1,YES
C14-2013-0158,CM_2,YES
C14-2013-0158,CM_3,YES
C14-2013-0158,CM_4,YES
C14-2013-0158,CM_5,YES
C14-2013-0158,CM_6,YES
C14-2013-0158,CM_7,YES
C14-2013-0158,CM_8,YES
C14-2013-0158,CM_9,NO
C14-2013-0158,CM_10,NO
C14-2013-0158,Mayor,YES
C14-2013-0158,CM_1,YES
C14-2013-0158,CM_2,YES
C14-2013-0158,CM_3,YES
C14-2013-0158,CM_4,YES
C14-2013-0158,CM_5,YES
C14-2013-0158,CM_6,YES
C14-2013-0158,CM_7,YES
C14-2013-0158,CM_8,NO
C14-2013-0158,CM_9,YES
C14-2013-0158,CM_10,YES
C14-2013-0158,Mayor,YES
C14-2013-0158,CM_1,YES
C14-2013-0158,CM_2,YES
C14-2013-0158,CM_3,YES
C14-2013-0158,CM_4,YES
C14-2013-0158,CM_5,YES
C14-2013-0158,CM_6,YES
C14-2013-0158,CM_7,YES
C14-2013-0158,CM_8,YES
C14-2013-0158,CM_9,NO
C14-2013-0158,CM_10,YES
C14-2013-0158,Mayor,YES
C14-2013-0158,CM_1,YES
C14-2013-0158,CM_2,YES
C14-2013-0158,CM_3,YES
C14-2013-0158,CM_4,NO
C14-2013-0158,CM_5,YES
C14-2013-0158,CM_6,YES
C14-2013-0158,CM_7,YES
C14-2013-0158,CM_8,YES
C14-2013-0158,CM_9,YES
C14-2013-0158,CM_10,NO
C14-2014-0015,Mayor,YES
C14-2014-0015,CM_1,NO
C14-2014-0015,CM_2,NO
C14-2014-0015,CM_3,YES
C14-2014-0015,CM_4,YES
C14-2014-0015,CM_5,YES
C14-2014-0015,CM_6,NO
C14-2014-0015,CM_7,YES
C14-2014-0015,CM_8,YES
C14-2014-0015,CM_9,YES
C14-2014-0015,CM_10,YES
C14-2014-0015,Mayor,YES
C14-2014-0015,CM_1,YES
C14-2014-0015,CM_2,NO
C14-2014-0015,CM_3,NO
C14-2014-0015,CM_4,YES
C14-2014-0015,CM_5,YES
C14-2014-0015,CM_6,YES
C14-2014-0015,CM_7,YES
C14-2014-0015,CM_8,YES
C14-2014-0015,CM_9,YES
C14-2014-0015,CM_10,YES
C14-2014-0031.SH,Mayor,YES
C14-2014-0031.SH,CM_1,YES
C14-2014-0031.SH,CM_2,YES
C14-2014-0031.SH,CM_3,YES
C14-2014-0031.SH,CM_4,YES
C14-2014-0031.SH,CM_5,YES
C14-2014-0031.SH,CM_6,YES
C14-2014-0031.SH,CM_7,YES
C14-2014-0031.SH,CM_8,YES
C14-2014-0031.SH,CM_9,YES
C14-2014-0031.SH,CM_10,YES
C14-2014-0036,Mayor,NO
C14-2014-0036,CM_1,YES
C14-2014-0036,CM_2,YES
C14-2014-0036,CM_3,NO
C14-2014-0036,CM_4,NO
C14-2014-0036,CM_5,YES
C14-2014-0036,CM_6,YES
C14-2014-0036,CM_7,YES
C14-2014-0036,CM_8,YES
C14-2014-0036,CM_9,YES
C14-2014-0036,CM_10,YES
C14-2014-0036,Mayor,YES
C14-2014-0036,CM_1,NO
C14-2014-0036,CM_2,YES
C14-2014-0036,CM_3,NO
C14-2014-0036,CM_4,NO
C14-2014-0036,CM_5,YES
C14-2014-0036,CM_6,YES
C14-2014-0036,CM_7,YES
C14-2014-0036,CM_8,YES
C14-2014-0036,CM_9,YES
C14-2014-0036,CM_10,YES
C14-2014-0036,Mayor,YES
C14-2014-0036,CM_1,YES
C14-2014-0036,CM_2,YES
C14-2014-0036,CM_3,YES
C14-2014-0036,CM_4,NO
C14-2014-0036,CM_5,YES
C14-2014-0036,CM_6,YES
C14-2014-0036,CM_7,YES
C14-2014-0036,CM_8,YES
C14-2014-0036,CM_9,YES
C14-2014-0036,CM_10,YES
C14-2014-0047,Mayor,NO
C14-2014-0047,CM_1,YES
C14-2014-0047,CM_2,YES
C14-2014-0047,CM_3,YES
C14-2014-0047,CM_4,NO
C14-2014-0047,CM_5,YES
C14-2014-0047,CM_6,YES
C14-2014-0047,CM_7,YES
C14-2014-0047,CM_8,NO
C14-2014-0047,CM_9,YES
C14-2014-0047,CM_10,YES
C14-2014-0047,Mayor,YES
C14-2014-0047,CM_1,YES
C14-2014-0047,CM_2,YES
C14-2014-0047,CM_3,YES
C14-2014-0047,CM_4,YES
C14-2014-0047,CM_5,YES
C14-2014-0047,CM_6,YES
C14-2014-0047,CM_7,YES
C14-2014-0047,CM_8,YES
C14-2014-0047,CM_9,YES
C14-2014-0047,CM_10,NO
C14-2014-0047,Mayor,NO
C14-2014-0047,CM_1,YES
C14-2014-0047,CM_2,YES
C14-2014-0047,CM_3,YES
C14-2014-0047,CM_4,YES
C14-2014-0047,CM_5,NO
C14-2014-0047,CM_6,YES
C14-2014-0047,CM_7,YES
C14-2014-0047,CM_8,YES
C14-2014-0047,CM_9,YES
C14-2014-0047,CM_10,YES
C14-2014-0070,Mayor,YES
C14-2014-0070,CM_1,YES
C14-2014-0070,CM_2,YES
C14-2014-0070,CM_3,YES
C14-2014-0070,CM_4,YES
C14-2014-0070,CM_5,YES
C14-2014-0070,CM_6,NO
C14-2014-0070,CM_7,YES
C14-2014-0070,CM_8,NO
C14-2014-0070,CM_9,YES
C14-2014-0070,CM_10,YES
C14-2014-0070,Mayor,YES
C14-2014-0070,CM_1,NO
C14-2014-0070,CM_2,YES
C14-2014-0070,CM_3,YES
C14-2014-0070,CM_4,YES
C14-2014-0070,CM_5,YES
C14-2014-0070,CM_6,YES
C14-2014-0070,CM_7,NO
C14-2014-0070,CM_8,NO
C14-2014-0070,CM_9,YES
C14-2014-0070,CM_10,YES
C14-2014-0123,Mayor,YES
C14-2014-0123,CM_1,YES
C14-2014-0123,CM_2,YES
C14-2014-0123,CM_3,YES
C14-2014-0123,CM_4,YES
C14-2014-0123,CM_5,YES
C14-2014-0123,CM_6,YES
C14-2014-0123,CM_7,YES
C14-2014-0123,CM_8,YES
C14-2014-0123,CM_9,YES
C14-2014-0123,CM_10,YES
C14-2014-0123,Mayor,YES
C14-2014-0123,CM_1,YES
C14-2014-0123,CM_2,YES
C14-2014-0123,CM_3,YES
C14-2014-0123,CM_4,YES
C14-2014-0123,CM_5,YES
C14-2014-0123,CM_6,YES
C14-2014-0123,CM_7,YES
C14-2014-0123,CM_8,YES
C14-2014-0123,CM_9,YES
C14-2014-0123,CM_10,YES
C14-2014-0123,Mayor,YES
C14-2014-0123,CM_1,YES
C14-2014-0123,CM_2,YES
C14-2014-0123,CM_3,YES
C14-2014-0123,CM_4,YES
C14-2014-0123,CM_5,YES
C14-2014-0123,CM_6,YES
C14-2014-0123,CM_7,YES
C14-2014-0123,CM_8,YES
C14-2014-0123,CM_9,YES
C14-2014-0123,CM_10,YES
C14-2014-0127,Mayor,YES
C14-2014-0127,CM_1,YES
C14-2014-0127,CM_2,YES
C14-2014-0127,CM_3,YES
C14-2014-0127,CM_4,YES
C14-2014-0127,CM_5,NO
C14-2014-0127,CM_6,YES
C14-2014-0127,CM_7,YES
C14-2014-0127,CM_8,YES
C14-2014-0127,CM_9,YES
C14-2014-0127,CM_10,YES
C14-2014-0127,Mayor,NO
C14-2014-0127,CM_1,YES
C14-2014-0127,CM_2,YES
C14-2014-0127,CM_3,YES
C14-2014-0127,CM_4,YES
C14-2014-0127,CM_5,YES
C14-2014-0127,CM_6,YES
C14-2014-0127,CM_7,NO
C14-2014-0127,CM_8,YES
C14-2014-0127,CM_9,YES
C14-2014-0127,CM_10,YES
C14-2014-0159,Mayor,YES
C14-2014-0159,CM_1,YES
C14-2014-0159,CM_2,YES
C14-2014-0159,CM_3,YES
C14-2014-0159,CM_4,YES
C14-2014-0159,CM_5,YES
C14-2014-0159,CM_6,YES
C14-2014-0159,CM_7,YES
C14-2014-0159,CM_8,NO
C14-2014-0159,CM_9,YES
C14-2014-0159,CM_10,YES
C14-2014-0178,Mayor,YES
C14-2014-0178,CM_1,YES
C14-2014-0178,CM_2,NO
C14-2014-0178,CM_3,YES
C14-2014-0178,CM_4,YES
C14-2014-0178,CM_5,YES
C14-2014-0178,CM_6,YES
C14-2014-0178,CM_7,YES
C14-2014-0178,CM_8,YES
C14-2014-0178,CM_9,NO
C14-2014-0178,CM_10,YES
C14-2014-0178,Mayor,YES
C14-2014-0178,CM_1,YES
C14-2014-0178,CM_2,YES
C14-2014-0178,CM_3,YES
C14-2014-0178,CM_4,YES
C14-2014-0178,CM_5,YES
C14-2014-0178,CM_6,YES
C14-2014-0178,CM_7,YES
C14-2014-0178,CM_8,YES
C14-2014-0178,CM_9,NO
C14-2014-0178,CM_10,YES
C14-2014-0178,Mayor,YES
C14-2014-0178,CM_1,NO
C14-2014-0178,CM_2,YES
C14-2014-0178,CM_3,YES
C14-2014-0178,CM_4,YES
C14-2014-0178,CM_5,YES
C14-2014-0178,CM_6,YES
C14-2014-0178,CM_7,YES
C14-2014-0178,CM_8,NO
C14-2014-0178,CM_9,YES
C14-2014-0178,CM_10,YES
C14-2014-0193,Mayor,NO
C14-2014-0193,CM_1,YES
C14-2014-0193,CM_2,YES
C14-2014-0193,CM_3,NO
C14-2014-0193,CM_4,YES
C14-2014-0193,CM_5,YES
C14-2014-0193,CM_6,YES
C14-2014-0193,CM_7,YES
C14-2014-0193,CM_8,NO
C14-2014-0193,CM_9,YES
C14-2014-0193,CM_10,YES
C14-2014-0193,Mayor,YES
C14-2014-0193,CM_1,YES
C14-2014-0193,CM_2,YES
C14-2014-0193,CM_3,YES
C14-2014-0193,CM_4,YES
C14-2014-0193,CM_5,YES
C14-2014-0193,CM_6,YES
C14-2014-0193,CM_7,YES
C14-2014-0193,CM_8,YES
C14-2014-0193,CM_9,YES
C14-2014-0193,CM_10,NO
C14-2014-0193,Mayor,YES
C14-2014-0193,CM_1,NO
C14-2014-0193,CM_2,YES
C14-2014-0193,CM_3,YES
C14-2014-0193,CM_4,YES
C14-2014-0193,CM_5,YES
C14-2014-0193,CM_6,YES
C14-2014-0193,CM_7,YES
C14-2014-0193,CM_8,YES
C14-2014-0193,CM_9,YES
C14-2014-0193,CM_10,YES
C14-2014-0193,Mayor,YES
C14-2014-0193,CM_1,YES
C14-2014-0193,CM_2,NO
C14-2014-0193,CM_3,YES
C14-2014-0193,CM_4,YES
C14-2014-0193,CM_5,YES
C14-2014-0193,CM_6,YES
C14-2014-0193,CM_7,NO
C14-2014-0193,CM_8,YES
C14-2014-0193,CM_9,YES
C14-2014-0193,CM_10,YES
C14-2014-0193,Mayor,YES
C14-2014-0193,CM_1,NO
C14-2014-0193,CM_2,YES
C14-2014-0193,CM_3,YES
C14-2014-0193,CM_4,YES
C14-2014-0193,CM_5,YES
C14-2014-0193,CM_6,YES
C14-2014-0193,CM_7,YES
C14-2014-0193,CM_8,YES
C14-2014-0193,CM_9,YES
C14-2014-0193,CM_10,YES
C14-2014-0194,Mayor,YES
C14-2014-0194,CM_1,YES
