year,meeting_title,meeting_url
2017,"December 11, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171211-afc
2017,"December 7, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20171207-ahfc
2017,"December 7, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20171207-reg
2017,"December 5, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20171205-wrk
2017,"December 3, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20171203-spec
2017,"November 30, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20171130-spec
2017,"November 27, 2017Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171127-hhsc
2017,"November 20, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20171120-spec
2017,"November 20, 2017Regional Affordability Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171120-rac
2017,"November 16, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20171116-dis
2017,"November 15, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171115-afc
2017,"November 13, 2017Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171113-aeuoc
2017,"November 13, 2017Judicial Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171113-jc
2017,"November 9, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20171109-ahfc
2017,"November 9, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20171109-reg
2017,"November 8, 2017Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171108-mobc
2017,"November 7, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20171107-wrk
2017,"November 6, 2017Judicial Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171106-jc
2017,"November 2, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20171102-reg
2017,"November 2, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20171102-spec
2017,"November 1, 2017Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171101-mobc
2017,"October 31, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20171031-spec
2017,"October 31, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20171031-wrk
2017,"October 28, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20171028-dis
2017,"October 26, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20171026-spec
2017,"October 25, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171025-afc
2017,"October 19, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20171019-ahfc
2017,"October 19, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20171019-reg
2017,"October 17, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20171017-wrk
2017,"October 16, 2017Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171016-aeuoc
2017,"October 12, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20171012-reg
2017,"October 12, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20171012-spec
2017,"October 11, 2017Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171011-hhsc
2017,"October 10, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20171010-wrk
2017,"October 5, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20171005-reg
2017,"October 4, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20171004-spec
2017,"October 4, 2017Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2017/20171004-mobc
2017,"October 3, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20171003-wrk
2017,"September 28, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170928-ahfc
2017,"September 28, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170928-reg
2017,"September 27, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170927-spec
2017,"September 27, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170927-afc
2017,"September 26, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170926-wrk
2017,"September 25, 2017Regional Affordability Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170925-rac
2017,"September 20, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170920-spec
2017,"September 18, 2017Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170918-aeuoc
2017,"September 13, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170913-ahfc
2017,"September 13, 2017Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2017/20170913-mlgc
2017,"September 13, 2017Austin City Council Regular Meeting (Budget Reading / Tax Rate)",https://www.austintexas.gov/council/2017/20170913-reg
2017,"September 12, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170912-ahfc
2017,"September 12, 2017Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2017/20170912-mlgc
2017,"September 12, 2017Austin City Council Regular Meeting (Budget Reading / Tax Rate)",https://www.austintexas.gov/council/2017/20170912-reg
2017,"September 11, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170911-ahfc
2017,"September 11, 2017Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2017/20170911-mlgc
2017,"September 11, 2017Austin City Council Regular Meeting (Budget Reading / Tax Rate)",https://www.austintexas.gov/council/2017/20170911-reg
2017,"September 7, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170907-spec
2017,"September 6, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170906-spec
2017,"September 5, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170905-spec
2017,"August 31, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170831-reg
2017,"August 31, 2017Austin City Council Special Called Emergency Meeting",https://www.austintexas.gov/council/2017/20170831-spec
2017,"August 30, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170830-wrk
2017,"August 29, 2017Austin City Council Special Called Emergency Meeting",https://www.austintexas.gov/council/2017/20170829-spec
2017,"August 29, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170829-wrk
2017,"August 23, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170823-wrk
2017,"August 22, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170822-afc
2017,"August 22, 2017Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170822-hhsc
2017,"August 22, 2017Housing and Planning Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170822-hpc
2017,"August 17, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170817-reg
2017,"August 16, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170816-wrk
2017,"August 15, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170815-wrk
2017,"August 10, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170810-reg
2017,"August 9, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170809-wrk
2017,"August 8, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170808-wrk
2017,"August 3, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170803-ahfc
2017,"August 3, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170803-reg
2017,"August 2, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170802-wrk
2017,"August 1, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170801-wrk
2017,"June 28, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170628-spec
2017,"June 22, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170622-reg
2017,"June 21, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170621-spec
2017,"June 21, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170621-afc
2017,"June 21, 2017Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170621-mobc
2017,"June 20, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170620-wrk
2017,"June 19, 2017Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170619-aeuoc
2017,"June 15, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170615-reg
2017,"June 14, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170614-spec
2017,"June 14, 2017Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170614-hhsc
2017,"June 13, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170613-wrk
2017,"June 8, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170608-ahfc
2017,"June 8, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170608-reg
2017,"June 7, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170607-spec
2017,"June 7, 2017Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170607-mobc
2017,"June 6, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170606-wrk
2017,"May 31, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170531-spec
2017,"May 31, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170531-afc
2017,"May 22, 2017Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170522-aeuoc
2017,"May 18, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170518-reg
2017,"May 17, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170517-wrk
2017,"May 16, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20170516-dis
2017,"May 16, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170516-wrk
2017,"May 15, 2017Regional Affordability Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170515-rac
2017,"May 11, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170511-reg
2017,"May 10, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170510-afc
2017,"May 9, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170509-wrk
2017,"May 8, 2017Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170508-hhsc
2017,"May 4, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170504-reg
2017,"May 3, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170503-wrk
2017,"May 3, 2017Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170503-mobc
2017,"May 2, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170502-wrk
2017,"May 2, 2017Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170502-hhsc
2017,"April 28, 2017Housing and Planning Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170428-hpc
2017,"April 26, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170426-wrk
2017,"April 24, 2017Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170424-aeuoc
2017,"April 20, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170420-reg
2017,"April 19, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170419-wrk
2017,"April 18, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20170418-dis
2017,"April 18, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170418-wrk
2017,"April 13, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170413-reg
2017,"April 12, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170412-wrk
2017,"April 12, 2017Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170412-hhsc
2017,"April 11, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170411-wrk
2017,"April 6, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170406-ahfc
2017,"April 6, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170406-reg
2017,"April 5, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170405-spec
2017,"April 5, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170405-wrk
2017,"April 4, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170404-wrk
2017,"March 29, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170329-afc
2017,"March 27, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20170327-dis
2017,"March 27, 2017Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170327-aeuoc
2017,"March 23, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170323-ahfc
2017,"March 23, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170323-reg
2017,"March 22, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170322-wrk
2017,"March 21, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170321-wrk
2017,"March 20, 2017Regional Affordability Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170320-rac
2017,"March 9, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20170309-dis
2017,"March 8, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170308-afc
2017,"March 2, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170302-reg
2017,"March 1, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170301-wrk
2017,"March 1, 2017Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170301-mobc
2017,"February 28, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170228-wrk
2017,"February 27, 2017Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170227-aeuoc
2017,"February 25, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20170225-dis
2017,"February 22, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170222-spec
2017,"February 22, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170222-afc
2017,"February 22, 2017Housing and Community Development Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170222-hcdc
2017,"February 22, 2017Open Space, Environment, and Sustainability Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170222-osesc
2017,"February 21, 2017Planning and Neighborhoods Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170221-pnc
2017,"February 16, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170216-ahfc
2017,"February 16, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170216-reg
2017,"February 15, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170215-wrk
2017,"February 14, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170214-wrk
2017,"February 9, 2017Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2017/20170209-ahfc
2017,"February 9, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170209-reg
2017,"February 8, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170208-wrk
2017,"February 8, 2017Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170208-hhsc
2017,"February 7, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170207-wrk
2017,"February 6, 2017Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170206-afc
2017,"February 2, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170202-reg
2017,"February 1, 2017Austin City Council Budget Work Session",https://www.austintexas.gov/council/2017/20170201-wrk
2017,"February 1, 2017Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170201-mobc
2017,"January 31, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170131-wrk
2017,"January 30, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20170130-dis
2017,"January 30, 2017Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170130-aeuoc
2017,"January 28, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20170128-dis
2017,"January 26, 2017Austin City Council Discussion",https://www.austintexas.gov/council/2017/20170126-dis
2017,"January 26, 2017Austin City Council Regular Meeting",https://www.austintexas.gov/council/2017/20170126-reg
2017,"January 24, 2017Austin City Council Work Session",https://www.austintexas.gov/council/2017/20170124-wrk
2017,"January 23, 2017Regional Affordability Committee Regular Meeting",https://www.austintexas.gov/council/2017/20170123-rac
2017,"January 12, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170112-spec
2017,"January 11, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170111-spec
2017,"January 11, 2017Austin City Council Special Called Meeting (CodeNEXT)",https://www.austintexas.gov/council/2017/20170111-spec1
2017,"January 6, 2017Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2017/20170106-spec
2018,"December 19, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20181219-spec
2018,"December 19, 2018Health & Human Services Committee Special Called Meeting",https://www.austintexas.gov/council/2018/20181219-hhsc
2018,"December 13, 2018Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2018/20181213-ahfc
2018,"December 13, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20181213-reg
2018,"December 12, 2018Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181212-hhsc
2018,"December 11, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20181211-wrk
2018,"December 6, 2018Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181206-mobc
2018,"December 6, 2018Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181206-aeuoc
2018,"December 5, 2018Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181205-afc
2018,"December 5, 2018Austin City Council Discussion",https://www.austintexas.gov/council/2018/20181205-dis
2018,"December 4, 2018Housing and Planning Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181204-hpc
2018,"December 3, 2018Judicial Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181203-jc
2018,"November 29, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20181129-reg
2018,"November 28, 2018Austin City Council Discussion",https://www.austintexas.gov/council/2018/20181128-dis
2018,"November 27, 2018Austin City Council Discussion",https://www.austintexas.gov/council/2018/20181127-dis
2018,"November 27, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20181127-wrk
2018,"November 20, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20181120-spec
2018,"November 19, 2018Regional Affordability Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181119-rac
2018,"November 15, 2018Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2018/20181115-ahfc
2018,"November 15, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20181115-reg
2018,"November 13, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20181113-wrk
2018,"November 1, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20181101-reg
2018,"October 30, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20181030-wrk
2018,"October 24, 2018Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181024-aeuoc
2018,"October 24, 2018Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181024-afc
2018,"October 18, 2018Austin Housing Finance Corporation (AHFC) Board of Directors Regular Meeting",https://www.austintexas.gov/council/2018/20181018-ahfc
2018,"October 18, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20181018-reg
2018,"October 16, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20181016-wrk
2018,"October 11, 2018Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181011-mobc
2018,"October 11, 2018Austin City Council Discussion",https://www.austintexas.gov/council/2018/20181011-dis
2018,"October 10, 2018Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181010-hhsc
2018,"October 8, 2018Judicial Committee Regular Meeting",https://www.austintexas.gov/council/2018/20181008-jc
2018,"October 4, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20181004-reg
2018,"October 2, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20181002-wrk
2018,"September 26, 2018Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180926-aeuoc
2018,"September 26, 2018Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180926-afc
2018,"September 25, 2018Housing and Planning Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180925-hpc
2018,"September 20, 2018Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2018/20180920-ahfc
2018,"September 20, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180920-reg
2018,"September 18, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20180918-wrk
2018,"September 17, 2018Regional Affordability Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180917-rac
2018,"September 14, 2018Austin City Council Discussion",https://www.austintexas.gov/council/2018/20180914-dis
2018,"September 13, 2018Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2018/20180913-ahfc
2018,"September 13, 2018Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2018/20180913-mlgc
2018,"September 13, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180913-reg
2018,"September 12, 2018Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2018/20180912-ahfc
2018,"September 12, 2018Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2018/20180912-mlgc
2018,"September 12, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180912-reg
2018,"September 11, 2018Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2018/20180911-ahfc
2018,"September 11, 2018Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2018/20180911-mlgc
2018,"September 11, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180911-reg
2018,"September 6, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180906-spec
2018,"August 30, 2018Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2018/20180830-ahfc
2018,"August 30, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180830-reg
2018,"August 29, 2018Austin City Council Budget Work Session",https://www.austintexas.gov/council/2018/20180829-wrk
2018,"August 28, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20180828-wrk
2018,"August 23, 2018Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2018/20180823-ahfc
2018,"August 23, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180823-reg
2018,"August 22, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180822-reg
2018,"August 21, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20180821-wrk
2018,"August 16, 2018Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180816-mobc
2018,"August 15, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180815-spec
2018,"August 15, 2018Austin City Council Budget Work Session",https://www.austintexas.gov/council/2018/20180815-wrk
2018,"August 14, 2018Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180814-afc
2018,"August 14, 2018Housing and Planning Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180814-hpc
2018,"August 13, 2018Judicial Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180813-jc
2018,"August 9, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180809-reg
2018,"August 8, 2018Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180808-hhsc
2018,"August 7, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20180807-wrk
2018,"August 7, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180807-spec
2018,"August 6, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180806-spec
2018,"August 6, 2018Austin City Council Discussion",https://www.austintexas.gov/council/2018/20180806-dis
2018,"August 1, 2018Austin City Council Budget Work Session",https://www.austintexas.gov/council/2018/20180801-wrk
2018,"August 1, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180801-spec
2018,"June 28, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180628-reg
2018,"June 27, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180627-spec
2018,"June 27, 2018Austin Energy Utility Oversight Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180627-aeuoc
2018,"June 27, 2018Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180627-afc
2018,"June 26, 2018Austin City Council Discussion",https://www.austintexas.gov/council/2018/20180626-dis
2018,"June 26, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20180626-wrk
2018,"June 25, 2018Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180625-afc
2018,"June 21, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180621-spec
2018,"June 21, 2018Mobility Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180621-mobc
2018,"June 18, 2018Judicial Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180618-jc
2018,"June 14, 2018Austin City Council Regular Meeting",https://www.austintexas.gov/council/2018/20180614-reg
2018,"June 13, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180613-spec
2018,"June 13, 2018Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180613-hhsc
2018,"June 12, 2018Austin City Council Work Session",https://www.austintexas.gov/council/2018/20180612-wrk
2018,"June 5, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180605-spec
2018,"June 2, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180602-spec
2018,"May 31, 2018Housing and Planning Committee Regular Meeting",https://www.austintexas.gov/council/2018/20180531-hpc
2018,"May 29, 2018Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2018/20180529-spec
