CASE_NUMBER,EDIMS_URL,STAFF_RECOMMENDATION
C14-2013-0080,https://services.austintexas.gov/edims/document.cfm?idx=6934415463602523573,Approval
C14-99-0095,https://services.austintexas.gov/edims/document.cfm?idx=-5758398152769067671,Approval
C14-2009-0069,https://services.austintexas.gov/edims/document.cfm?idx=-7184021041574743792,Approval
C14-91-0042,https://services.austintexas.gov/edims/document.cfm?idx=3281539770631495382,Approval
C14-2011-0050,https://services.austintexas.gov/edims/document.cfm?idx=5822830749172600582,Approval
C14-02-0007,https://services.austintexas.gov/edims/document.cfm?idx=277534744594338307,Approval
C14-2011-0149.SH,https://services.austintexas.gov/edims/document.cfm?idx=3457374049022044443,Approval
C14-02-0053,https://services.austintexas.gov/edims/document.cfm?idx=-8546174345696805117,Approval
C14-99-0096,https://services.austintexas.gov/edims/document.cfm?idx=-8323758790688129198,Disapproval
C14-2008-0102,https://services.austintexas.gov/edims/document.cfm?idx=6896998346204529212,Approval
C14-2021-0125,https://services.austintexas.gov/edims/document.cfm?idx=5133481959718118268,Approval
C14-06-0007,https://services.austintexas.gov/edims/document.cfm?idx=-9084549866912867524,Disapproval
C14-2010-0205,https://services.austintexas.gov/edims/document.cfm?idx=-5605736528760931397,Approval
C14-2010-0131,https://services.austintexas.gov/edims/document.cfm?idx=6658286423548735257,Approval
C14-2014-0032,https://services.austintexas.gov/edims/document.cfm?idx=6479687632663703250,Approval
C14-02-0026,https://services.austintexas.gov/edims/document.cfm?idx=-267186338922348673,Approval
C14-03-0105.SH,https://services.austintexas.gov/edims/document.cfm?idx=-9127903780953375406,Approval
C14-97-0023,https://services.austintexas.gov/edims/document.cfm?idx=6339689115525975140,Approval
C14-2021-0073,https://services.austintexas.gov/edims/document.cfm?idx=3986627782096533413,Approval
C14-2024-0110,https://services.austintexas.gov/edims/document.cfm?idx=6746555763992412262,Disapproval
C14-02-0117,https://services.austintexas.gov/edims/document.cfm?idx=298463680863203857,Approval
C14-2025-0032,https://services.austintexas.gov/edims/document.cfm?idx=-7739289094053815916,Approval
C14-2013-0130,https://services.austintexas.gov/edims/document.cfm?idx=-5344022990814144025,Approval
C14-2019-0041,https://services.austintexas.gov/edims/document.cfm?idx=9203121330686047986,Approval
C14-2015-0117,https://services.austintexas.gov/edims/document.cfm?idx=5612968157717707408,Approval
C14-00-2112,https://services.austintexas.gov/edims/document.cfm?idx=-810116442589920788,Approval
C14-00-2170,https://services.austintexas.gov/edims/document.cfm?idx=2343332099341118786,Approval
C14-00-2111,https://services.austintexas.gov/edims/document.cfm?idx=4757895388639429754,Approval
C14-02-0035,https://services.austintexas.gov/edims/document.cfm?idx=-8726030439342582733,Approval
C14-2007-0120,https://services.austintexas.gov/edims/document.cfm?idx=-3422651556330216847,Approval
C14-87-107,https://services.austintexas.gov/edims/document.cfm?idx=-1727682593878246103,Approval
C14-93-0104,https://services.austintexas.gov/edims/document.cfm?idx=2044085411112680167,Approval
C14-01-0100,https://services.austintexas.gov/edims/document.cfm?idx=-5499091848170600277,Approval
C14-05-0126,https://services.austintexas.gov/edims/document.cfm?idx=-5897622324605237781,Approval
C14-03-0152,https://services.austintexas.gov/edims/document.cfm?idx=2935696191426970965,Approval
C14-2012-0013,https://services.austintexas.gov/edims/document.cfm?idx=-1767641710708966281,Approval
C14-2022-0013,https://services.austintexas.gov/edims/document.cfm?idx=-5977418577007866586,Disapproval
C14-06-0071(RCT),https://services.austintexas.gov/edims/document.cfm?idx=-8077799161520736924,Approval
C14-00-2197,https://services.austintexas.gov/edims/document.cfm?idx=-399844831447209110,Approval
C14-2012-0142,https://services.austintexas.gov/edims/document.cfm?idx=-7762014624175475107,Approval
C14-2010-0146,https://services.austintexas.gov/edims/document.cfm?idx=-7720262911284133288,Disapproval
C14-96-0050,https://services.austintexas.gov/edims/document.cfm?idx=6359539181371655483,Approval
C14-2008-0187,https://services.austintexas.gov/edims/document.cfm?idx=-4320720479263540799,Disapproval
C14-99-2111,https://services.austintexas.gov/edims/document.cfm?idx=-4946189727226421127,Disapproval
C14-01-0091,https://services.austintexas.gov/edims/document.cfm?idx=6265983440144470405,Approval
C14-2010-0144,https://services.austintexas.gov/edims/document.cfm?idx=8847256577984506838,Disapproval
C14-2017-0016.SH,https://services.austintexas.gov/edims/document.cfm?idx=3173803234952211390,Approval
C14-2021-0048,https://services.austintexas.gov/edims/document.cfm?idx=2297985771759767754,Approval
C14-05-0171,https://services.austintexas.gov/edims/document.cfm?idx=7784905651751550066,Approval
C14-2018-0027,https://services.austintexas.gov/edims/document.cfm?idx=6145402363536061086,Approval
C14-2018-0123,https://services.austintexas.gov/edims/document.cfm?idx=-7135199311246776385,Approval
C14-2025-0046,https://services.austintexas.gov/edims/document.cfm?idx=839616025021897127,Approval
C14-00-2097,https://services.austintexas.gov/edims/document.cfm?idx=7175536612142130978,Disapproval
C14-04-0122,https://services.austintexas.gov/edims/document.cfm?idx=-869357421472213323,Approval
C14-00-2001,https://services.austintexas.gov/edims/document.cfm?idx=-7593002659991847481,Approval
C14-2012-0063,https://services.austintexas.gov/edims/document.cfm?idx=-5694549803613828439,Disapproval
C14-00-2232,https://services.austintexas.gov/edims/document.cfm?idx=-527485389882372027,Disapproval
C14-2020-0143,https://services.austintexas.gov/edims/document.cfm?idx=-8961220545062242836,Disapproval
C14-00-2223,https://services.austintexas.gov/edims/document.cfm?idx=-2325461472722441331,Approval
C14-2025-0071,https://services.austintexas.gov/edims/document.cfm?idx=3014776110492612564,Disapproval
C14-2016-0001,https://services.austintexas.gov/edims/document.cfm?idx=5274263796185804948,Approval
C14-2010-0047,https://services.austintexas.gov/edims/document.cfm?idx=1584757224946034372,Approval
C14-2016-0107,https://services.austintexas.gov/edims/document.cfm?idx=3186466303590634192,Approval
C14-2015-0010,https://services.austintexas.gov/edims/document.cfm?idx=-8173544378135176579,Approval
C14-2012-0148,https://services.austintexas.gov/edims/document.cfm?idx=5126287709206250033,Approval
C14-2009-0098,https://services.austintexas.gov/edims/document.cfm?idx=3682245485204686129,Approval
C14-02-0034.SH,https://services.austintexas.gov/edims/document.cfm?idx=1266059271849555199,Approval
C14-2015-0131,https://services.austintexas.gov/edims/document.cfm?idx=6109297867108910717,Approval
C14-05-0111.02,https://services.austintexas.gov/edims/document.cfm?idx=3105911732418717139,Approval
C14-2022-0015,https://services.austintexas.gov/edims/document.cfm?idx=-3112654997120246241,Approval
C14-92-0002,https://services.austintexas.gov/edims/document.cfm?idx=-5396166943740453128,Approval
C14-04-0149.40,https://services.austintexas.gov/edims/document.cfm?idx=-8528782383155291404,Approval
C14-2017-0113.SH,https://services.austintexas.gov/edims/document.cfm?idx=-2273305671855248122,Approval
C14-2020-0128,https://services.austintexas.gov/edims/document.cfm?idx=-2125793714093491561,Approval
C14-06-0132,https://services.austintexas.gov/edims/document.cfm?idx=9031212687335062815,Disapproval
C14-2011-0130.SH,https://services.austintexas.gov/edims/document.cfm?idx=-4905806683078337038,Approval
C14-2011-0093,https://services.austintexas.gov/edims/document.cfm?idx=-7239435871297150209,Approval
C14-2019-0031,https://services.austintexas.gov/edims/document.cfm?idx=-884199990467413871,Approval
C14-88-0065,https://services.austintexas.gov/edims/document.cfm?idx=8176787045769207383,Approval
C14-06-0025,https://services.austintexas.gov/edims/document.cfm?idx=-519378125002543267,Approval
C14-97-0086,https://services.austintexas.gov/edims/document.cfm?idx=1550938267096140006,Approval
C14-2025-0102,https://services.austintexas.gov/edims/document.cfm?idx=8451687865305678955,Approval
C14-2025-0097,https://services.austintexas.gov/edims/document.cfm?idx=1911008612575304595,Approval
C14-2024-0072,https://services.austintexas.gov/edims/document.cfm?idx=1546366275100662819,Approval
C14-01-0040,https://services.austintexas.gov/edims/document.cfm?idx=-3747744567143506422,Approval
C14-2011-0071,https://services.austintexas.gov/edims/document.cfm?idx=-2205327121683427334,Approval
C14-06-0100,https://services.austintexas.gov/edims/document.cfm?idx=-210825258682881633,Approval
C14-98-0005,https://services.austintexas.gov/edims/document.cfm?idx=-6200850349294078326,Approval
C14-2020-0108,https://services.austintexas.gov/edims/document.cfm?idx=7351033426219144105,Approval
C14-98-0071,https://services.austintexas.gov/edims/document.cfm?idx=1192513415985161782,Disapproval
C14-2021-0146,https://services.austintexas.gov/edims/document.cfm?idx=-2887413793984874214,Disapproval
C14-05-0112(RCA),https://services.austintexas.gov/edims/document.cfm?idx=-1706919220081474106,Approval
C14-2018-0119,https://services.austintexas.gov/edims/document.cfm?idx=-5810777964841622611,Approval
C14-04-0202,https://services.austintexas.gov/edims/document.cfm?idx=-7064271261203046213,Approval
C14-2011-0112,https://services.austintexas.gov/edims/document.cfm?idx=-4985008257035745965,Approval
C14-05-0217,https://services.austintexas.gov/edims/document.cfm?idx=3950603673954631928,Approval
C14-97-0010(RCT),https://services.austintexas.gov/edims/document.cfm?idx=-3717591705061718717,Disapproval
C14-2008-0126.SH,https://services.austintexas.gov/edims/document.cfm?idx=7052896216570390638,Disapproval
C14-01-0118,https://services.austintexas.gov/edims/document.cfm?idx=387882189749212349,Approval
C14-98-0138,https://services.austintexas.gov/edims/document.cfm?idx=-2058052483096717849,Approval
C14-02-0032,https://services.austintexas.gov/edims/document.cfm?idx=5969366378342612579,Approval
C14-95-0190,https://services.austintexas.gov/edims/document.cfm?idx=-174318062084203670,Approval
C14-2014-0135,https://services.austintexas.gov/edims/document.cfm?idx=1969939047598498732,Approval
C14-96-0066,https://services.austintexas.gov/edims/document.cfm?idx=-2257045467353164913,Approval
C14-2013-0046.SH,https://services.austintexas.gov/edims/document.cfm?idx=5355183007878186802,Approval
C14-2011-0162,https://services.austintexas.gov/edims/document.cfm?idx=-3865218382007596264,Approval
C14-03-0125,https://services.austintexas.gov/edims/document.cfm?idx=-816093840397749799,Approval
C14-06-0179,https://services.austintexas.gov/edims/document.cfm?idx=2597597162297746727,Disapproval
C14-93-0014,https://services.austintexas.gov/edims/document.cfm?idx=8734192620489323482,Approval
C14-95-0084,https://services.austintexas.gov/edims/document.cfm?idx=1541843367156328704,Approval
C14-04-0083,https://services.austintexas.gov/edims/document.cfm?idx=-5218054084372496836,Approval
C14-04-0199,https://services.austintexas.gov/edims/document.cfm?idx=4770994463110410911,Approval
C14-2024-0120,https://services.austintexas.gov/edims/document.cfm?idx=1588512090475554416,Approval
C14-2021-0036,https://services.austintexas.gov/edims/document.cfm?idx=-7643392227400880740,Approval
C14-2015-0091,https://services.austintexas.gov/edims/document.cfm?idx=-1598467911107927820,Approval
C14-2010-0036,https://services.austintexas.gov/edims/document.cfm?idx=-8724730930970574710,Approval
C14-95-0019,https://services.austintexas.gov/edims/document.cfm?idx=5852120090932370118,Disapproval
C14-06-0065,https://services.austintexas.gov/edims/document.cfm?idx=-4224692980739182056,Approval
C14-90-0029,https://services.austintexas.gov/edims/document.cfm?idx=5180640450974860924,Approval
C14-96-0120,https://services.austintexas.gov/edims/document.cfm?idx=8990306124337562382,Approval
C14-2019-0059,https://services.austintexas.gov/edims/document.cfm?idx=8283608480010452768,Approval
C14-2018-0055,https://services.austintexas.gov/edims/document.cfm?idx=-8566205558565010612,Approval
C14-04-0149.31,https://services.austintexas.gov/edims/document.cfm?idx=-2787896493223794843,Approval
C14-05-0059,https://services.austintexas.gov/edims/document.cfm?idx=-1786698512583142404,Approval
C14-05-0107.01,https://services.austintexas.gov/edims/document.cfm?idx=1562194744964928339,Disapproval
C14-99-0135,https://services.austintexas.gov/edims/document.cfm?idx=-5640527123883606112,Disapproval
C14-2018-0024,https://services.austintexas.gov/edims/document.cfm?idx=-650128832162729134,Disapproval
C14-2019-0022,https://services.austintexas.gov/edims/document.cfm?idx=-6878582585780305009,Approval
C14-98-0015,https://services.austintexas.gov/edims/document.cfm?idx=-7444171925561157200,Approval
C14-2022-0052,https://services.austintexas.gov/edims/document.cfm?idx=-2841998093193164653,Approval
C14-2013-0112,https://services.austintexas.gov/edims/document.cfm?idx=4579923073844107106,Approval
C14-2012-0120,https://services.austintexas.gov/edims/document.cfm?idx=-5693700526355005070,Approval
C14-2007-0013,https://services.austintexas.gov/edims/document.cfm?idx=-9193113676882286612,Approval
C14-85-288.79(RCA),https://services.austintexas.gov/edims/document.cfm?idx=356468305920307408,Approval
C14-2014-0029,https://services.austintexas.gov/edims/document.cfm?idx=-5521714113554065654,Approval
C14-2019-0015,https://services.austintexas.gov/edims/document.cfm?idx=-5543937510950915109,Approval
C14-2007-0118,https://services.austintexas.gov/edims/document.cfm?idx=-2618562058141836003,Approval
C14-00-2238,https://services.austintexas.gov/edims/document.cfm?idx=7494402546230785799,Approval
C14-03-0136,https://services.austintexas.gov/edims/document.cfm?idx=5205207862144517894,Approval
C14-05-0009,https://services.austintexas.gov/edims/document.cfm?idx=-1105289019649418811,Disapproval
C14-2016-0109,https://services.austintexas.gov/edims/document.cfm?idx=-2329219028640105318,Approval
C14-2014-0059,https://services.austintexas.gov/edims/document.cfm?idx=7908499502947894465,Approval
C14-2013-0146,https://services.austintexas.gov/edims/document.cfm?idx=1945454273419277133,Approval
C14-97-0139,https://services.austintexas.gov/edims/document.cfm?idx=6763178197155710482,Approval
C14-2019-0098,https://services.austintexas.gov/edims/document.cfm?idx=-7563456761110246444,Approval
C14-2007-0251,https://services.austintexas.gov/edims/document.cfm?idx=9080576899702057760,Approval
C14-2025-0094,https://services.austintexas.gov/edims/document.cfm?idx=-2364512114245228754,Approval
C14-2024-0053,https://services.austintexas.gov/edims/document.cfm?idx=7849390815339625662,Approval
C14-2019-0074,https://services.austintexas.gov/edims/document.cfm?idx=6878086495046708316,Approval
C14-2023-0110,https://services.austintexas.gov/edims/document.cfm?idx=-2222884949066761192,Approval
C14-2012-0157,https://services.austintexas.gov/edims/document.cfm?idx=4722991864188319280,Approval
C14-2008-0047,https://services.austintexas.gov/edims/document.cfm?idx=1826885137285053614,Approval
C14-2022-0093,https://services.austintexas.gov/edims/document.cfm?idx=-4327680251425034771,Approval
C14-06-0220,https://services.austintexas.gov/edims/document.cfm?idx=-8676742290846010186,Approval
C14-89-0047,https://services.austintexas.gov/edims/document.cfm?idx=4276183130091808331,Approval
C14-04-0062,https://services.austintexas.gov/edims/document.cfm?idx=4848946127400277867,Approval
C14-2023-0131,https://services.austintexas.gov/edims/document.cfm?idx=-3742111819389129404,Approval
C14-03-0052,https://services.austintexas.gov/edims/document.cfm?idx=8531647407328926885,Approval
C14-04-0195,https://services.austintexas.gov/edims/document.cfm?idx=-8391666782542954340,Approval
C14-2019-0121,https://services.austintexas.gov/edims/document.cfm?idx=-6248713348298378586,Approval
C14-06-0087,https://services.austintexas.gov/edims/document.cfm?idx=6075299236952559317,Disapproval
C14-84-457(RCA),https://services.austintexas.gov/edims/document.cfm?idx=-8595219381227742332,Approval
C14-2025-0070,https://services.austintexas.gov/edims/document.cfm?idx=888354176780409005,Approval
C14-2016-0050,https://services.austintexas.gov/edims/document.cfm?idx=-5703746153847558945,Approval
C14-02-0173,https://services.austintexas.gov/edims/document.cfm?idx=-3743284256696096742,Approval
C14-04-0112,https://services.austintexas.gov/edims/document.cfm?idx=-4599764461930095404,Approval
C14-2024-0137,https://services.austintexas.gov/edims/document.cfm?idx=-8137278541222890703,Approval
C14-2024-0149,https://services.austintexas.gov/edims/document.cfm?idx=-6196513187618759674,Disapproval
C14-00-2208,https://services.austintexas.gov/edims/document.cfm?idx=8062348317816867496,Approval
C14-03-0116.02,https://services.austintexas.gov/edims/document.cfm?idx=6448086107943022188,Approval
C14-95-0064,https://services.austintexas.gov/edims/document.cfm?idx=2334229548934265708,Approval
C14-01-0138,https://services.austintexas.gov/edims/document.cfm?idx=7357499917867314233,Approval
C14-2021-0023.SH,https://services.austintexas.gov/edims/document.cfm?idx=-1246134686435381575,Approval
C14-06-0056,https://services.austintexas.gov/edims/document.cfm?idx=-6047803956158743894,Approval
C14-2007-0235,https://services.austintexas.gov/edims/document.cfm?idx=-6116048639328095841,Approval
C14-2023-0128,https://services.austintexas.gov/edims/document.cfm?idx=5500595112482535733,Approval
C14-96-0008,https://services.austintexas.gov/edims/document.cfm?idx=-677705906696823574,Approval
C14-90-0025,https://services.austintexas.gov/edims/document.cfm?idx=3070516220347038988,Approval
C14-06-0082,https://services.austintexas.gov/edims/document.cfm?idx=-6353308449547927770,Approval
C14-2025-0099,https://services.austintexas.gov/edims/document.cfm?idx=-1961418956032673976,Disapproval
C14-2012-0138,https://services.austintexas.gov/edims/document.cfm?idx=-3429525436836369052,Approval
C14-2008-0030,https://services.austintexas.gov/edims/document.cfm?idx=-8140019481928774200,Disapproval
C14-88-0001,https://services.austintexas.gov/edims/document.cfm?idx=-7850082214788312166,Approval
C14-01-0086,https://services.austintexas.gov/edims/document.cfm?idx=6130119453123674590,Approval
C14-2015-0079,https://services.austintexas.gov/edims/document.cfm?idx=-8765811003882689355,Approval
C14-95-0072,https://services.austintexas.gov/edims/document.cfm?idx=-8250159003729673225,Approval
C14-2016-0082,https://services.austintexas.gov/edims/document.cfm?idx=8798649746370507975,Approval
C14-2016-0117,https://services.austintexas.gov/edims/document.cfm?idx=-4227487271829047413,Approval
C14-99-2091,https://services.austintexas.gov/edims/document.cfm?idx=8054927953162202672,Approval
C14-2007-0128,https://services.austintexas.gov/edims/document.cfm?idx=7556189777811456636,Approval
C14-2025-0120,https://services.austintexas.gov/edims/document.cfm?idx=-2139305011776323752,Approval
C14-90-0023,https://services.austintexas.gov/edims/document.cfm?idx=-321742906008214709,Approval
C14-2008-0108,https://services.austintexas.gov/edims/document.cfm?idx=5669241368251155100,Disapproval
C14-99-0038,https://services.austintexas.gov/edims/document.cfm?idx=-7740296612632293278,Approval
C14-2009-0125,https://services.austintexas.gov/edims/document.cfm?idx=8605250543440360502,Approval
C14-2014-0179,https://services.austintexas.gov/edims/document.cfm?idx=2656443280468390141,Approval
C14-05-0158,https://services.austintexas.gov/edims/document.cfm?idx=5847979475093523347,Approval
C14-2023-0144,https://services.austintexas.gov/edims/document.cfm?idx=-1085575771258791880,Approval
C14-01-0053,https://services.austintexas.gov/edims/document.cfm?idx=-6031256891092339674,Approval
C14-2007-0015,https://services.austintexas.gov/edims/document.cfm?idx=-2980847276770840359,Approval
C14-93-0056,https://services.austintexas.gov/edims/document.cfm?idx=-7554407587961066592,Approval
C14-04-0149.39,https://services.austintexas.gov/edims/document.cfm?idx=7900237623914014178,Approval
C14-2020-0142,https://services.austintexas.gov/edims/document.cfm?idx=-4064189853513078332,Approval
C14-2010-0167,https://services.austintexas.gov/edims/document.cfm?idx=2292721338824854298,Disapproval
C14-06-0176,https://services.austintexas.gov/edims/document.cfm?idx=-5722656305866858965,Approval
C14-2017-0114,https://services.austintexas.gov/edims/document.cfm?idx=7463662332318724074,Approval
C14-2019-0002,https://services.austintexas.gov/edims/document.cfm?idx=4703722391688148005,Approval
C14-2014-0144,https://services.austintexas.gov/edims/document.cfm?idx=-992038308227550589,Approval
C14-2016-0069,https://services.austintexas.gov/edims/document.cfm?idx=5084856320432353104,Disapproval
C14-87-180,https://services.austintexas.gov/edims/document.cfm?idx=-7525423145231313895,Approval
C14-2017-0043,https://services.austintexas.gov/edims/document.cfm?idx=-3162118902461909075,Approval
C14-2022-0114,https://services.austintexas.gov/edims/document.cfm?idx=-4850481415740193040,Approval
C14-2019-0153,https://services.austintexas.gov/edims/document.cfm?idx=-6682449047799298069,Approval
C14-01-0082,https://services.austintexas.gov/edims/document.cfm?idx=-2760167028522320496,Approval
C14-00-2045,https://services.austintexas.gov/edims/document.cfm?idx=-3412708995607056073,Approval
C14-03-0055,https://services.austintexas.gov/edims/document.cfm?idx=-1151633453181492666,Approval
C14-2021-0153,https://services.austintexas.gov/edims/document.cfm?idx=-3755612509686124402,Approval
C14-2016-0049,https://services.austintexas.gov/edims/document.cfm?idx=-2661832733960577426,Disapproval
C14-02-0015,https://services.austintexas.gov/edims/document.cfm?idx=7494096971806112575,Approval
C14-98-0027,https://services.austintexas.gov/edims/document.cfm?idx=6490757821291995973,Approval
C14-03-0163,https://services.austintexas.gov/edims/document.cfm?idx=2467847009667798708,Approval
C14-02-0029,https://services.austintexas.gov/edims/document.cfm?idx=-8191162527659420673,Approval
C14-2015-0059,https://services.austintexas.gov/edims/document.cfm?idx=-1212873056592747581,Disapproval
C14-2010-0028,https://services.austintexas.gov/edims/document.cfm?idx=-7316673545222487205,Approval
C14-01-0073,https://services.austintexas.gov/edims/document.cfm?idx=-8561736888385851191,Approval
C14-02-0175,https://services.austintexas.gov/edims/document.cfm?idx=-370549209536657738,Approval
C14-2023-0061,https://services.austintexas.gov/edims/document.cfm?idx=3899887465713353729,Approval
C14-05-0100,https://services.austintexas.gov/edims/document.cfm?idx=-903158371871881305,Approval
C14-95-0180,https://services.austintexas.gov/edims/document.cfm?idx=158832528779517051,Approval
C14-2015-0110,https://services.austintexas.gov/edims/document.cfm?idx=-729875561217968684,Approval
C14-00-2086,https://services.austintexas.gov/edims/document.cfm?idx=-4685920262030284455,Approval
C14-2019-0026,https://services.austintexas.gov/edims/document.cfm?idx=1550923100592046982,Approval
C14-2019-0007,https://services.austintexas.gov/edims/document.cfm?idx=-3861827090481210534,Approval
C14-2024-0091,https://services.austintexas.gov/edims/document.cfm?idx=8863096795466049921,Disapproval
C14-2019-0162,https://services.austintexas.gov/edims/document.cfm?idx=-9006715794388935681,Approval
C14-2012-0129,https://services.austintexas.gov/edims/document.cfm?idx=-5914459572721267506,Approval
C14-97-0063,https://services.austintexas.gov/edims/document.cfm?idx=831300519642023902,Approval
C14-2015-0060,https://services.austintexas.gov/edims/document.cfm?idx=8750981133741868705,Approval
C14-06-0062,https://services.austintexas.gov/edims/document.cfm?idx=3029543792184213270,Approval
C14-2022-0145,https://services.austintexas.gov/edims/document.cfm?idx=8118934502241550364,Disapproval
C14-2025-0010,https://services.austintexas.gov/edims/document.cfm?idx=-2148121512500167312,Approval
C14-94-0060,https://services.austintexas.gov/edims/document.cfm?idx=1640827148402906949,Approval
C14-2024-0080,https://services.austintexas.gov/edims/document.cfm?idx=-5710807161466783057,Approval
C14-00-2151,https://services.austintexas.gov/edims/document.cfm?idx=-7594288989299465366,Approval
C14-2014-0035,https://services.austintexas.gov/edims/document.cfm?idx=-4673277633364232344,Approval
C14-2011-0054,https://services.austintexas.gov/edims/document.cfm?idx=157883614528759522,Approval
C14-03-0167,https://services.austintexas.gov/edims/document.cfm?idx=-5232042331689617439,Approval
C14-06-0125,https://services.austintexas.gov/edims/document.cfm?idx=7125211585337029215,Approval
C14-2023-0012,https://services.austintexas.gov/edims/document.cfm?idx=-5368034906508226570,Approval
C14-06-0108,https://services.austintexas.gov/edims/document.cfm?idx=1485478952847451497,Approval
C14-03-0005,https://services.austintexas.gov/edims/document.cfm?idx=8584289937205311887,Approval
C14-2008-0123,https://services.austintexas.gov/edims/document.cfm?idx=5211808179208666724,Approval
C14-2025-0069,https://services.austintexas.gov/edims/document.cfm?idx=-34890689129951715,Approval
C14-2014-0148,https://services.austintexas.gov/edims/document.cfm?idx=2606915186369590663,Approval
C14-98-0066,https://services.austintexas.gov/edims/document.cfm?idx=-7758585846432045254,Approval
C14-00-2136,https://services.austintexas.gov/edims/document.cfm?idx=5502382432957852558,Approval
C14-2024-0122,https://services.austintexas.gov/edims/document.cfm?idx=7382630322416932280,Approval
C14-2022-0001,https://services.austintexas.gov/edims/document.cfm?idx=-840424231395695788,Approval
C14-2015-0118,https://services.austintexas.gov/edims/document.cfm?idx=-2751076536365026359,Approval
C14-06-0134,https://services.austintexas.gov/edims/document.cfm?idx=-8412260609367801402,Approval
C14-95-0042,https://services.austintexas.gov/edims/document.cfm?idx=1405416522346406355,Disapproval
C14-01-0022,https://services.austintexas.gov/edims/document.cfm?idx=-6126600914765642326,Approval
C14-2010-0202,https://services.austintexas.gov/edims/document.cfm?idx=6532376357454061680,Approval
C14-91-0081,https://services.austintexas.gov/edims/document.cfm?idx=-7077740533085346035,Approval
C14-02-0040.114,https://services.austintexas.gov/edims/document.cfm?idx=-8498878463200572245,Approval
C14-2011-0157,https://services.austintexas.gov/edims/document.cfm?idx=-3458827065725284092,Approval
C14-2019-0045.SH,https://services.austintexas.gov/edims/document.cfm?idx=-7941374093770934263,Approval
C14-02-0132,https://services.austintexas.gov/edims/document.cfm?idx=6666099054959697057,Approval
C14-05-0156,https://services.austintexas.gov/edims/document.cfm?idx=-1270591937253528058,Approval
C14-2016-0110,https://services.austintexas.gov/edims/document.cfm?idx=1241664397327327882,Approval
C14-01-0042,https://services.austintexas.gov/edims/document.cfm?idx=8300251655470591690,Approval
C14-02-0162,https://services.austintexas.gov/edims/document.cfm?idx=6644058314897272836,Approval
C14-97-0015,https://services.austintexas.gov/edims/document.cfm?idx=3876499597693658269,Approval
C14-2021-0077,https://services.austintexas.gov/edims/document.cfm?idx=-290684954294827356,Approval
C14-00-2023,https://services.austintexas.gov/edims/document.cfm?idx=8043029420560205977,Approval
C14-2007-0127,https://services.austintexas.gov/edims/document.cfm?idx=-2355373588714685477,Approval
C14-00-2070,https://services.austintexas.gov/edims/document.cfm?idx=-3292159897903788775,Approval
C14-2018-0090,https://services.austintexas.gov/edims/document.cfm?idx=-336254102069204503,Approval
C14-97-0065,https://services.austintexas.gov/edims/document.cfm?idx=8816862960255539300,Approval
C14-2023-0025,https://services.austintexas.gov/edims/document.cfm?idx=-6878539840529552409,Approval
C14-03-0030,https://services.austintexas.gov/edims/document.cfm?idx=-5472627120141207220,Disapproval
C14-2025-0103,https://services.austintexas.gov/edims/document.cfm?idx=-6747525127203899090,Approval
C14-2024-0039,https://services.austintexas.gov/edims/document.cfm?idx=-6351224443449570954,Approval
C14-2019-0166,https://services.austintexas.gov/edims/document.cfm?idx=8615627053363166645,Approval
C14-2021-0024,https://services.austintexas.gov/edims/document.cfm?idx=-4978104489496938584,Approval
C14-90-0014,https://services.austintexas.gov/edims/document.cfm?idx=-6344329531556794173,Approval
C14-2010-0156,https://services.austintexas.gov/edims/document.cfm?idx=-4439869022306321580,Approval
C14-2012-0002,https://services.austintexas.gov/edims/document.cfm?idx=-186977903237307453,Approval
C14-96-0101,https://services.austintexas.gov/edims/document.cfm?idx=-2970962726785332120,Approval
C14-05-0125,https://services.austintexas.gov/edims/document.cfm?idx=-1246528435553668644,Approval
C14-2010-0143,https://services.austintexas.gov/edims/document.cfm?idx=-1250628218131132976,Approval
C14-2020-0117,https://services.austintexas.gov/edims/document.cfm?idx=9071651896331387866,Disapproval
C14-05-0191,https://services.austintexas.gov/edims/document.cfm?idx=5201136340605514506,Approval
C14-2007-0077,https://services.austintexas.gov/edims/document.cfm?idx=5529582257140616555,Approval
C14-03-0049,https://services.austintexas.gov/edims/document.cfm?idx=3943827249571550159,Approval
C14-2007-0225,https://services.austintexas.gov/edims/document.cfm?idx=-5078898214263973035,Disapproval
C14-98-0025,https://services.austintexas.gov/edims/document.cfm?idx=2859799360830688117,Approval
C14-95-0140,https://services.austintexas.gov/edims/document.cfm?idx=5280778523935534700,Approval
C14-2015-0015,https://services.austintexas.gov/edims/document.cfm?idx=-7502242165370068580,Approval
C14-00-2236,https://services.austintexas.gov/edims/document.cfm?idx=7489736952219984107,Approval
C14-2016-0045,https://services.austintexas.gov/edims/document.cfm?idx=-2010901533277327265,Approval
C14-01-0152,https://services.austintexas.gov/edims/document.cfm?idx=3417017287594813119,Approval
C14-00-2131,https://services.austintexas.gov/edims/document.cfm?idx=-4230785909151130327,Approval
C14-2019-0075,https://services.austintexas.gov/edims/document.cfm?idx=2820827681507403129,Approval
C14-2007-0156,https://services.austintexas.gov/edims/document.cfm?idx=-5344567771103289233,Approval
C14-2012-0070,https://services.austintexas.gov/edims/document.cfm?idx=7242925605645668779,Approval
C14-96-0150,https://services.austintexas.gov/edims/document.cfm?idx=6506452955279665725,Approval
