"CASE_NUMBER","CASE_NAME","SUB_TYPE","APPLICATION_START_DATE","DETAILED_STATUS","COUNCIL_DISTRICT","PROPOSED_ZONING","EXISTING_ZONING","TCAD_ID","DESCRIPTION_OF_WORK","LATITUDE","LONGITUDE"
"NPA-2016-0005.02","Montopolis - Ben White FLUM Amendment","Amended Neighborhood Plan","07/12/2016","Withdrawn","3","CS-MU-NP","LI-NP","0315110220","The applicant is proposing an amendment to the Montopolis Neighborhood Plan with associated improvements.
**Scheduled for June 27, 2017 PC and Aug 3, 2017 CC hearings** M. Meredith 6/1/2017","30.21450027","-97.70613734"
"C17-04-0007","501 E. 10TH STREET","Capital View Corridor Height","11/08/2004","Approved","9","","","0206040903","","30.27028429","-97.73669825"
"NPA-2010-0021.01","Roy G. Guerrero Colorado River Park","Amended Neighborhood Plan","07/27/2010","Closed","3","P-NP","GO-MU-CO-NP, RR-CO-NP","0307110128","The applicant is requesting a neighborhood plan amendment.","30.23752917","-97.70253018"
"C17-2007-0261","Capital View Determination for 705 E. 12th St.","Capital View Corridor Height","12/17/2007","Approved","9","CS - GENERAL COMMERCIAL","CS - GENERAL COMMERCIAL","0208051401","The applicant is applying for a Capital View Determination","30.27152904","-97.73352148"
"C14-2022-0167","Parmer Field","Planned Development Agreement (PDA)","11/22/2022","Closed","7","LI-PDA, limited industrial services - planned development area, to add outdoor entertainment as a permitted use of the property","LI-PDA, limited industrial services - planned development area","0258301603","The Applicant proposes to amend Ordinance No. 980430-P, Exhibit I, Section 2.A of the Dell PDA to add outdoor entertainment as a permitted use of the property.","30.40752794","-97.65354934"
"NPA-2012-0013.01","Polvo's Parking Offsite","Amended Neighborhood Plan","02/17/2012","Closed","3","NO-MU-NP - NEIGHBOORHOOD OFFICE","SF-3-NP - Family Residence-Neighborhood Plan Combining district","0401021009","The applicant is requesting a future land use map change from Single - Family to Mixed-Use.","30.24560581","-97.75755647"
"C17-2007-0061","702 San Antonio Street","Capital View Corridor Height","05/02/2007","Approved","9","GO -H GENERAL OFFICE","GO-H","0206010504","Capitol View Corridor Determination.","30.27059211","-97.74715904"
"C17-01-0002","COUNTRY STORE GALLERY","Capital View Corridor Height","01/25/2001","Closed","9","","","0210021916","","30.27635139","-97.74253358"
"C14-2024-0159","Research Park PDA Amendment","Planned Development Agreement (PDA)","10/22/2024","Closed","6","LI-PDA","Li","0166030310","The applicant is requesting a PDA to C14-2021-0012.","30.43477453","-97.75443047"
"NPA-2019-0012.02","3201 & 3203 Merrie Lynn","Amended Neighborhood Plan","07/31/2019","Closed","9","","","0214120701","The applicant is proposing to amend a previously approved neighborhood plan.","30.28560248","-97.71191571"
"C814-2008-0165","East Riverside PUD","Planned Unit Development (PUD)","07/29/2008","Closed","9","PUD - PLANNED UNIT DEVELOPMENT","L-V-NP, L-NP","0201011108","The applicant is proposing to rezone approximately 6.88 acres from L-V-NP, L-NP to PUD.","30.25542233","-97.74312684"
"C814-2009-0099","West Park P.U.D.","Planned Unit Development (PUD)","08/19/2009","Withdrawn","8","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT/GR-CO","","The applicant is proposing to change zoning from PUD,  PUD/GR-CO to PUD.","",""
"NPA-2020-0027.01","Twin Liquors-Maudies","Amended Neighborhood Plan","09/10/2020","Closed","10","","","0111071007","The applicant is proposing to amend a previously approved neighborhood plan.","30.28258552","-97.77520965"
"C814-06-0109.03","Lakeshore PUD Amendment","Planned Unit Development (PUD)","08/25/2023","Closed","3","PUD-NP","PUD-NP","0302070221","The Applicant is proposing to amend a previously approved Planned Unit Development","30.24305476","-97.72499718"
"NPA-2013-0019.01","Commordore Perry Estate","Amended Neighborhood Plan","02/26/2013","Closed","9","","SF-3-CO-NP - Family Residence-Neighborhood Plan Combining district","0219081201","The applicant is proposing to Amend the Central Austin Combined Neighborhood Plan.  FLUM change from Civic to Mixed Use & Higher Density Single Family","30.30137243","-97.72482834"
"C17-04-0006","900 RED RIVER STREET (CAPITOL VIEW)","Capital View Corridor Height","11/08/2004","Approved","9","","","0206040908","","30.26968892","-97.73636255"
"NPA-2022-0010.01","2615 - 2617 East 6th Street","Amended Neighborhood Plan","07/28/2022","Closed","3","","","0203110108","The applicant is proposing to amend a previously approved neighborhood plan.

Related case:  C14-2022-0112","30.25817154","-97.71291076"
"C14-96-0007.01","Samsung Austin Semiconductor, LLC","Planned Development Agreement (PDA)","01/17/2019","Closed","1","LI-PDA, to increase the building height","LI- PDA","0242310231","The Applicant is proposing an amendment to Ordinance No. 960229-L to increase the building height.","30.37443568","-97.63540030"
"NPA-2020-0016.03","1135 Gunter St.","Amended Neighborhood Plan","07/20/2020","Closed","3","","","0206150218","The applicant is proposing to amend a previously approved neighborhood plan.","30.26731760","-97.69754549"
"C17-2009-0147","Capital View Corridor Height for 403 E. 15th Street","Capital View Corridor Height","11/13/2009","Approved","9","P-NP Public-Neighborhood Plan Combining district","P-NP Public-Neighborhood Plan Combining district","0209050111","","30.27559799","-97.73575045"
"C12M-2010-0006","Pilot Knob Municipal Utility District No. 4 (MUD 4)","Municipal Utility District (MUD)","10/18/2010","Approved","2","N/A","","0348110409","The applicant is proposing to create a mud.","30.13225580","-97.71735520"
"C14-2022-0027","Redleaf Highland - Tract 12","Planned Development Agreement (PDA)","02/08/2022","Closed","4","LI-PDA-NP, limited industrial services - planned development area - neighborhood plan","CS-MU-V-NP, general commercial services - mixed use - vertical mixed use building - neighborhood plan; CS-1-MU-V-NP, commercial-liquor sales - mixed use - vertical mixed use building - neighborhood plan","0227110107","The Applicant is proposing to rezone approximately 8.33 acres from CS-MU-V-NP to LI-PDA-NP.","30.32320978","-97.71091933"
"C17-2018-0144","702 E. 3rd Street","Capital View Corridor Height","11/20/2018","Approved","9","LR - NEIGHBOORHOOD COMMERCIAL","GR - COMMUNITY COMMERCIAL","0204041810","The applicant is proposing capital corridor view determination.","30.26364648","-97.73609418"
"C814-00-2063.12","Wildhorse Ranch PUD Amendment No. 12","Planned Unit Development (PUD)","11/10/2025","Closed","1","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","0226500602","The applicant is proposing an administrative amendment to a previously approved Planned Unit Development Plan.","30.31796196","-97.56811309"
"NPA-2020-0016.02","Trailhead Phase II","Amended Neighborhood Plan","07/24/2020","Closed","3","","","0203180132","The applicant is proposing to amend a previously approved neighborhood plan.","30.25984720","-97.69311740"
"C17-01-0010","ORIGINAL CITY","Capital View Corridor Height","08/30/2001","Closed","9","","","0208031109","","30.27272746","-97.73782713"
"C17-2024-0020","1110 W. 6th Street","Capital View Corridor Height","02/15/2024","Approved","9","Capital View","Capital View","0108010619","The applicant is requesting a capital view corridor.","30.27246370","-97.75582589"
"C17-2007-0266","Capital View Corridor for 1300 Guadalupe St","Capital View Corridor Height","12/20/2007","Closed","9","DMU","DMU - DOWNTOWN MIXED USE","0210021307","The applicant is requesting a capital view corridor height determination from 1300 Guadalupe St.","30.27640078","-97.74388850"
"C14-2021-0158","6603 REGIENE ROAD","Planned Development Agreement (PDA)","09/08/2021","Closed","1","LI-PDA-NP, limited industrial services - planned development area - neighborhood plan","SF-2-NP, single family residence - standard lot - neighborhood plan","0205261301","The Applicant is proposing to rezone approximately 0.5142 acres from SF-2-NP to LI-PDA-NP.","30.26510632","-97.67001487"
"C17-06-0009","1308 LAVACA ST","Capital View Corridor Height","08/01/2006","Approved","9","","","0210021916","","30.27655602","-97.74245204"
"C814-95-0002.09","Twin Liquors II (FOUR POINTS CENTRE P.U.D. )","Planned Unit Development (PUD)","06/01/2010","Closed","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","+The applicant is proposing zoning property from PUD to PUD.","",""
"NPA-06-0015.01","SPRINGDALE (CORRECTION)-- CITY INITIATED","Amended Neighborhood Plan","11/28/2006","Closed","1","","","0218240103","","30.29897813","-97.67389790"
"C814-91-0001.06","LITTLE TEXAS PUD (Amendment # 6)","Planned Unit Development (PUD)","08/28/2009","Closed","","PUD - NP  PLANNED UNIT DEVELOPMENT","PUD - NP  PLANNED UNIT DEVELOPMENT","","The applicant is requesting a PUD amendment","",""
"NPA-2008-0019.01","3301 Kings Lane","Amended Neighborhood Plan","02/28/2008","Postponed","9","","","0218031506","The applicant is requesting a NPA (neighborhood plan amendment) to add MU to the currect zoning in order to build a single family residence on the lot.","30.30088142","-97.74224909"
"NPA-2016-0022.01","3920 South IH 35","Amended Neighborhood Plan","09/16/2016","Closed","3","CS-MU-NP","GO-NP","0412000213","The applicant is proposing an amendment to the Greater South River City Combined Neighborhood Plan.
** Scheduled for the Jan 24, 2017 PC and Feb 16, 2017 CC hrng date** M. Meredith","30.21881716","-97.75070195"
"C17-2012-0134","208 Nueces Street- Capitol  View Height Determination","Capital View Corridor Height","10/24/2012","Approved","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0105000301","The applicant is requesting a Capital View Corridor height determination for 208 Nueces Street.","30.26661098","-97.74981631"
"NPA-2015-0029.01","Sunrise Pharmacy","Amended Neighborhood Plan","04/23/2015","Closed","4","LR-Co-MU-NP","SF-3-NP","0229150114","The applicant is proposing to amend St. John/Coronado Hills Combined Neighborhood Plan.
**Scheduled for Aug 11, 2015 PC and Sept 10, 2015 CC**
Related case:  C14-2015-0050","30.33092023","-97.70117890"
"NPA-2020-0015.01","MLK & 183 Residential","Amended Neighborhood Plan","02/05/2020","Approved","1","CS-MU-NP","CS-NP","","The applicant is proposing to amend a previously approved neighborhood plan.","30.28488719","-97.66342669"
"C17-06-0015","1303 SAN ANTONIO","Capital View Corridor Height","08/22/2006","Approved","9","","","0210021310","","30.27656355","-97.74445769"
"NPA-2013-0008.01","2804 Sol Wilson- Neighborhood Plan Amendment","Amended Neighborhood Plan","07/25/2013","Closed","1","CS-MU-CO-Np Gen. Commercial-Mixed Use-Con. Overlay-Nbrhd Plan Comb dist","CS-CO-NP - GENERAL COMMERCIAL","0209140120","The applicant is proposing to amend the Rosewood Neighborhood Plan to allow a FLUM (Future Land Use) from Commercial to Mixed Use.","30.27562228","-97.70309863"
"NPA-2024-0016.02","5200 E 5th Street NPA","Amended Neighborhood Plan","03/15/2024","Closed","3","","","0200160202","The applicant is requesting an NPA.","30.25175637","-97.69702620"
"C14-2024-0021","6605 Regiene Road","Planned Development Agreement (PDA)","10/10/2023","Closed","1","LI-PDA-NP","LI-CO-NP","0202210102","the applicant is proposing to rezone an approximately 0.56-acre tract from LI-CO-NP to LI-PDA-NPA.","30.26486588","-97.67009121"
"NPA-2014-0027.02","1018 W. 31st Street","Amended Neighborhood Plan","08/22/2014","Closed","9","","","0219011322","The applicant is proposing to amend the Central West Austin Combined Neighboorhood Plan.","30.30094517","-97.74717610"
"C17-2010-0022","Capitol View Corridor for 1301 W. 5th Street","Capital View Corridor Height","02/24/2010","Approved","9","LI-CO-NP","LI-CO-NP","0108031205","The applicant is requesting a Capital View Corridor for 1301 W. 5th street","30.27179915","-97.75984562"
"","1608 W 5TH STREET","Capital View Corridor Height","05/22/2022","Pending","9","1","1","0109040527","The applicant is requesting a Capital View Determination.","30.27437488","-97.76375370"
"NPA-2012-0018.06","Burnet Pointe Residential - 1201 W. 49th St","Amended Neighborhood Plan","02/29/2012","Withdrawn","7","CS-MU-CO","LO-MU-CO","0224030220","The applicant is requesting a neighborhood plan amendment to change the use from Mixed Use/Office to Mixed Use.","30.31868687","-97.73706957"
"NPA-2015-0011.01","900 E. 51ST  Associates LLC","Amended Neighborhood Plan","02/27/2015","Withdrawn","9","GO-MU-V-CO-NP","SF-3-NP","0222112012","The applicant is proposing to amend North Loop Neighborhood Plan.","30.31196021","-97.71438869"
"NPA-2022-0017.01","Crestview Village","Amended Neighborhood Plan","02/28/2022","Closed","7","","","0231090303","The applicant is proposing to amend a previously approved neighborhood plan.","30.33715962","-97.71994476"
"NPA-05-0006.01","1201 BAYLOR","Amended Neighborhood Plan","02/01/2005","Closed","9","","","0210000810","","30.27733231","-97.75216266"
"NPA-2009-0014.01","Carson Creek","Amended Neighborhood Plan","07/08/2009","Closed","2","CS-NP","LI-CO-NP","0314130303","The applicant is requesting a neighborhood plan amendment to change the land use from industry to commercial.","30.21199425","-97.70826069"
"NPA-2022-0015.03","Darby Yard 700","Amended Neighborhood Plan","07/27/2022","Closed","1","","","0209261001","The applicant is proposing to amend previously approved Neighborhood Plan.","30.27011636","-97.67062128"
"C17-2012-0050","1816 Colorado Street -Capital View Corridor","Capital View Corridor Height","05/02/2012","Approved","9","MF-5 - MULTI FAMILY HIGH DENSITY; DMU","MF-5 - MULTI FAMILY HIGH DENSITY; DMU","0210023010","The applicant is requesting a Capital View Corridor Height Determination for 1816 Colorado Street","30.28071376","-97.73983065"
"C17-05-0011","1601 E. CESAR CHAVEZ","Capital View Corridor Height","08/24/2005","Approved","3","","","0202071101","","30.25824057","-97.72856937"
"NPA-2023-0018.02","Koenig","Amended Neighborhood Plan","02/17/2023","Closed","7","MF-6-NP","LO-MU-NP","0230040805","The applicant is proposing a NPA from Mixed Use / Office and Single Family to Multifamily.  

Related case:  C14-2023-0019","30.33355492","-97.73786798"
"NPA-2012-0019.04","Austin Vintage Guitars","New Neighborhood Plan","06/15/2012","Closed","9","LR-MU-NP","LO-MU-NP","0219080711","The applicant is requesting to amend a neighborhood plan out of cycle.","30.30270567","-97.72128348"
"C17-06-0018","500 WEST 5TH STREET","Capital View Corridor Height","09/20/2006","Approved","9","","","0206010301","","30.26867252","-97.74784734"
"C17-2018-0114","404 Rio Grande St CVC","Capital View Corridor Height","09/27/2018","Approved","9","CBD","CBD","0107001403","The applicant is requesting a general Capital View Corridor Height Determination.","30.26851285","-97.75043080"
"NPA-2025-0025.02","South Town","Amended Neighborhood Plan","07/14/2025","Scheduled for Council Hearing","8","CS-MU-V-NP","CS-CO-NP","0406210102","The applicant is requesting an NPA.","30.23584987","-97.82151062"
"NPA-2011-0018.01","Galleries and Gardens, LLC-Brentwood Neighborhood Plan","Amended Neighborhood Plan","02/28/2011","Withdrawn","7","LR-MU-CO-NP Neighborhood Commercial-Neighborhood Plan Combining district","LO-MU-NP - LIMITED OFFICE","0227030412","The applicant is requesting a future land use map change from Mixed Use/Office to Mixed Use.  The applicant is also proposing a Zoning change from LO-MU-NP & LO-MU-V-NP to LR-MU-CO-NP.","30.32441825","-97.73909023"
