CASE_NUMBER,Meeting_Date,agenda_text_raw,valid_petition,commission_disagree,agent,watershed,is_npa,acreage,orig_zoning,target_zoning
C14-2011-0075,2011-11-10T00:00:00.000,"C14-2011-0075 - NYOS Charter School Inc. - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 820 West Yager Lane (Walnut Creek Watershed) from limited industrial service (LI) district zoning to general commercial services (CS) district zoning. Staff Recommendation: To grant general commercial services-conditional overlay (CS-CO) combining district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant general commercial services-conditional overlay (CS-CO) combining district zoning, with conditions. Owner/Applicant: NYOS Charter School Inc. (Kathleen Zimmermann). City Staff: Sherri Sirwaitis, 974-3057.",0.0,1.0,,Walnut Creek Watershed,0.0,,LI,CS
C14-2009-0089,2010-06-10T00:00:00.000,"C14-2009-0089 - Indian Hills - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning and rezoning property locally known as N FM 973 Road (Elm and Decker Creek Watersheds) from unzoned, public (P) district zoning and development reserve (DR) district zoning to multifamily residence medium density (MF-3) district zoning and limited industrial services-conditional overlay (LI-CO) combining district zoning. Staff Recommendation: To grant multifamily residence medium density (MF-3) district zoning and limited industrial services-conditional overlay (LI-CO) combining district zoning. Zoning and Platting Commission Recommendation: To grant multifamily residence medium density (MF-3) district zoning and limited industrial services-conditional overlay (LI-CO) combining district zoning. Owner/Applicant: Club Deal 116 Indian Hills TX, LP (Doug Gilliland). Agent: Metcalfe Williams, LLP (Michele Rogerson). City Staff: Joi Harden, 974-2122.",0.0,1.0,"Metcalfe Williams, LLP (Michele Rogerson)",Elm and Decker Creek Watersheds,0.0,,DR,MF-3
C14-2009-0089,2010-06-10T00:00:00.000,"C14-2009-0089 - Indian Hills - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning and rezoning property locally known as N FM 973 Road (Elm and Decker Creek Watersheds) from unzoned, public (P) district zoning and development reserve (DR) district zoning to multifamily residence medium density (MF-3) district zoning and limited industrial services-conditional overlay (LI-CO) combining district zoning. Staff Recommendation: To grant multifamily residence medium density (MF-3) district zoning and limited industrial services-conditional overlay (LI-CO) combining district zoning. Zoning and Platting Commission Recommendation: To grant multifamily residence medium density (MF-3) district zoning and limited industrial services-conditional overlay (LI-CO) combining district zoning. Owner/Applicant: Club Deal 116 Indian Hills TX, LP (Doug Gilliland). Agent: Metcalfe Williams, LLP (Michele Rogerson). City Staff: Joi Harden, 974-2122.",0.0,1.0,"Metcalfe Williams, LLP (Michele Rogerson)",Elm and Decker Creek Watersheds,0.0,,DR,MF-3
C14-2010-0063,2010-12-16T00:00:00.000,"C14-2010-0063 - Linda Vista A - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as 10506 and 10606 Linda Vista Drive (Onion Creek Watershed) from interim-single family residence standard lot (I-SF-2) district zoning to limited industrial service (LI) district zoning. Staff Recommendation: To grant an indefinite postponement. Planning Commission Recommendation: To be reviewed on December 14, 2010. Owner/Applicant: TSWG 130 LLC (Bill Gurasich). City Staff: Wendy Rhoades, 974-7719.",0.0,1.0,,Onion Creek Watershed,0.0,,I-SF-2,LI
C14-2013-0036,2013-05-23T00:00:00.000,"C14-2013-0036 - Paloma Ridge - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 13620-13700 North FM 620 Road (Lake Creek Watershed) from multi-family residence-medium density (MF-3) district zoning and general office-mixed use-conditional overlay (GO-MU-CO) combining district zoning to community commercial-mixed use-conditional overlay (GR-MU-CO)combining district zoning. Staff Recommendation: To grant community commercial-mixed use-conditional overlay (GR-MU-CO) combining district zoning. Zoning and Platting Commission Recommendation: To grant community commercial-mixed use-conditional overlay (GR-MU-CO) combining district zoning. Owner/Applicant: Koontz McCombs, Troves Gilbert. Agent: Bury & Partners Inc. (Melissa Neslund). City Staff: Sherri Sirwaitis, 974-3057.",0.0,1.0,Bury & Partners Inc,Lake Creek Watershed,0.0,,MF-3,GR-MU-CO
C14-2013-0036,2013-05-23T00:00:00.000,"C14-2013-0036 - Paloma Ridge - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 13620-13700 North FM 620 Road (Lake Creek Watershed) from multi-family residence-medium density (MF-3) district zoning and general office-mixed use-conditional overlay (GO-MU-CO) combining district zoning to community commercial-mixed use-conditional overlay (GR-MU-CO)combining district zoning. Staff Recommendation: To grant community commercial-mixed use-conditional overlay (GR-MU-CO) combining district zoning. Zoning and Platting Commission Recommendation: To grant community commercial-mixed use-conditional overlay (GR-MU-CO) combining district zoning. Owner/Applicant: Koontz McCombs, Troves Gilbert. Agent: Bury & Partners Inc. (Melissa Neslund). City Staff: Sherri Sirwaitis, 974-3057.",0.0,1.0,Bury & Partners Inc,Lake Creek Watershed,0.0,,MF-3,GR-MU-CO
C14-2018-0074,2019-02-21T00:00:00.000,"C14-2018-0074- Sekrit Theater- Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 1145 and 1147 Perry Road (Boggy Creek Watershed) from family residence-neighborhood plan(SF-3-NP) combining district zoning to townhouse and condominium residence-neighborhood plan (SF-6-NP) combining district zoning. Staff Recommendation: Pending. Planning Commission Recommendation: To be reviewed on November 13, 2018. Owner/Applicant: Beau Reichert. Agent: Simple City Design (Matthew Lewis). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,Simple City Design (Matthew Lewis),Boggy Creek Watershed,0.0,,,SF-6-NP
C14-2018-0074,2019-02-21T00:00:00.000,"C14-2018-0074- Sekrit Theater- Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 1145 and 1147 Perry Road (Boggy Creek Watershed) from family residence-neighborhood plan(SF-3-NP) combining district zoning to townhouse and condominium residence-neighborhood plan (SF-6-NP) combining district zoning. Staff Recommendation: Pending. Planning Commission Recommendation: To be reviewed on November 13, 2018. Owner/Applicant: Beau Reichert. Agent: Simple City Design (Matthew Lewis). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,Simple City Design (Matthew Lewis),Boggy Creek Watershed,0.0,,,SF-6-NP
C14-2018-0074,2019-02-21T00:00:00.000,"C14-2018-0074- Sekrit Theater- Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 1145 and 1147 Perry Road (Boggy Creek Watershed) from family residence-neighborhood plan(SF-3-NP) combining district zoning to townhouse and condominium residence-neighborhood plan (SF-6-NP) combining district zoning. Staff Recommendation: Pending. Planning Commission Recommendation: To be reviewed on November 13, 2018. Owner/Applicant: Beau Reichert. Agent: Simple City Design (Matthew Lewis). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,Simple City Design (Matthew Lewis),Boggy Creek Watershed,0.0,,,SF-6-NP
C814-95-0002.10,2011-12-08T00:00:00.000,"C814-95-0002.10 - Four Points Centre PUD Amendment #10 - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 7013 and 7318 1/2 River Place Boulevard, 11120 and 11034 Four Points Drive (Bull Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant planned unit development (PUD) zoning, with additional conditions. Owner/Applicant: New TPG-Four Points, L.P. (Tom Paradise). City Staff: Sherri Sirwaitis, 974-3057.",0.0,1.0,,Bull Creek Watershed,0.0,,PUD,PUD
C814-95-0002.10,2011-12-08T00:00:00.000,"C814-95-0002.10 - Four Points Centre PUD Amendment #10 - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 7013 and 7318 1/2 River Place Boulevard, 11120 and 11034 Four Points Drive (Bull Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant planned unit development (PUD) zoning, with additional conditions. Owner/Applicant: New TPG-Four Points, L.P. (Tom Paradise). City Staff: Sherri Sirwaitis, 974-3057.",0.0,1.0,,Bull Creek Watershed,0.0,,PUD,PUD
C14-2014-0017,2014-09-25T00:00:00.000,"C14-2014-0017 - Westgate Neighborhood Plan Area Rezonings - Approve second and third readings of an ordinance amending City Code Chapter 25-2 by rezoning property locally known as the Westgate Neighborhood Planning Area, generally bounded by West Ben White Boulevard on the north, Manchaca Road on the east, West Stassney Lane on the south, and generally along the lot line and Westgate Boulevard on the west (Williamson Creek Watershed). The proposed zoning changes will create a Neighborhood Plan Combining District (NPCD) covering the entire area described above. The proposed zoning changes also implement the land use recommendations of the South Austin Combined Neighborhood Plan, NP-2014-0030, on 537.02 acres. Under the proposed Westgate NPCD, the following are proposed to be applied area-wide: 1) design tools including parking placement and impervious cover restrictions, garage placement, and front porch setback, and 2) mobile food establishment restrictions and front yard parking restrictions. Applicant and Agent: City of Austin, Planning and Development Review Department. First Reading approved on September 25, 2014. Vote: 7-0. City Staff: Francis Reilly, 512-974-7657.",0.0,0.0,"City of Austin, Planning and Development Review Department",Williamson Creek Watershed,0.0,537.02,,
C14-2014-0017,2014-09-25T00:00:00.000,"C14-2014-0017 - Westgate Neighborhood Plan Area Rezonings - Approve second and third readings of an ordinance amending City Code Chapter 25-2 by rezoning property locally known as the Westgate Neighborhood Planning Area, generally bounded by West Ben White Boulevard on the north, Manchaca Road on the east, West Stassney Lane on the south, and generally along the lot line and Westgate Boulevard on the west (Williamson Creek Watershed). The proposed zoning changes will create a Neighborhood Plan Combining District (NPCD) covering the entire area described above. The proposed zoning changes also implement the land use recommendations of the South Austin Combined Neighborhood Plan, NP-2014-0030, on 537.02 acres. Under the proposed Westgate NPCD, the following are proposed to be applied area-wide: 1) design tools including parking placement and impervious cover restrictions, garage placement, and front porch setback, and 2) mobile food establishment restrictions and front yard parking restrictions. Applicant and Agent: City of Austin, Planning and Development Review Department. First Reading approved on September 25, 2014. Vote: 7-0. City Staff: Francis Reilly, 512-974-7657.",0.0,0.0,"City of Austin, Planning and Development Review Department",Williamson Creek Watershed,0.0,537.02,,
C14-2014-0017,2014-09-25T00:00:00.000,"C14-2014-0017 - Westgate Neighborhood Plan Area Rezonings - Approve second and third readings of an ordinance amending City Code Chapter 25-2 by rezoning property locally known as the Westgate Neighborhood Planning Area, generally bounded by West Ben White Boulevard on the north, Manchaca Road on the east, West Stassney Lane on the south, and generally along the lot line and Westgate Boulevard on the west (Williamson Creek Watershed). The proposed zoning changes will create a Neighborhood Plan Combining District (NPCD) covering the entire area described above. The proposed zoning changes also implement the land use recommendations of the South Austin Combined Neighborhood Plan, NP-2014-0030, on 537.02 acres. Under the proposed Westgate NPCD, the following are proposed to be applied area-wide: 1) design tools including parking placement and impervious cover restrictions, garage placement, and front porch setback, and 2) mobile food establishment restrictions and front yard parking restrictions. Applicant and Agent: City of Austin, Planning and Development Review Department. First Reading approved on September 25, 2014. Vote: 7-0. City Staff: Francis Reilly, 512-974-7657.",0.0,0.0,"City of Austin, Planning and Development Review Department",Williamson Creek Watershed,0.0,537.02,,
C14-2014-0017,2014-09-25T00:00:00.000,"C14-2014-0017 - Westgate Neighborhood Plan Area Rezonings - Approve second and third readings of an ordinance amending City Code Chapter 25-2 by rezoning property locally known as the Westgate Neighborhood Planning Area, generally bounded by West Ben White Boulevard on the north, Manchaca Road on the east, West Stassney Lane on the south, and generally along the lot line and Westgate Boulevard on the west (Williamson Creek Watershed). The proposed zoning changes will create a Neighborhood Plan Combining District (NPCD) covering the entire area described above. The proposed zoning changes also implement the land use recommendations of the South Austin Combined Neighborhood Plan, NP-2014-0030, on 537.02 acres. Under the proposed Westgate NPCD, the following are proposed to be applied area-wide: 1) design tools including parking placement and impervious cover restrictions, garage placement, and front porch setback, and 2) mobile food establishment restrictions and front yard parking restrictions. Applicant and Agent: City of Austin, Planning and Development Review Department. First Reading approved on September 25, 2014. Vote: 7-0. City Staff: Francis Reilly, 512-974-7657.",0.0,0.0,"City of Austin, Planning and Development Review Department",Williamson Creek Watershed,0.0,537.02,,
C14-2013-0082,2013-09-26T00:00:00.000,"C14-2013-0082 - Ellis Oaks - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 7208 Cooper Lane (South Boggy Creek Watershed) from development reserve (DR) district zoning to family residence (SF-3) district zoning. Staff Recommendation: To grant family residence (SF-3) district zoning. Zoning and Platting Commission Recommendation: To grant family residence (SF-3) district zoning. Owner/Applicant: Thomas Ellis. Agent: Jim Bennett Consulting (Jim Bennett). City Staff: Wendy Rhoades, 974-7719.",0.0,1.0,Jim Bennett Consulting (Jim Bennett),South Boggy Creek Watershed,0.0,,DR,SF-3
C14-2012-0083,2013-06-06T00:00:00.000,"C14-2012-0083 - Cirrus Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 West 6th Street, and 602-702 West Avenue (Shoal Creek Watershed) from downtown mixed use-conditional overlay-central urban redevelopment district (DMU-CO-CURE) combining district zoning for Tract 1, and limited office (LO) district zoning and general office (GO) district zoning for Tract 2 to downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Staff Recommendation: To grant downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Planning Commission Recommendation: To be reviewed on March 26, 2013. Applicant: Cirrus Logic, Inc. (Thurman Case). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691.",0.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Shoal Creek Watershed,0.0,,LO,DMU-CURE
C14-2012-0083,2013-06-06T00:00:00.000,"C14-2012-0083 - Cirrus Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 West 6th Street, and 602-702 West Avenue (Shoal Creek Watershed) from downtown mixed use-conditional overlay-central urban redevelopment district (DMU-CO-CURE) combining district zoning for Tract 1, and limited office (LO) district zoning and general office (GO) district zoning for Tract 2 to downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Staff Recommendation: To grant downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Planning Commission Recommendation: To be reviewed on March 26, 2013. Applicant: Cirrus Logic, Inc. (Thurman Case). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691.",0.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Shoal Creek Watershed,0.0,,LO,DMU-CURE
C14-2012-0083,2013-06-06T00:00:00.000,"C14-2012-0083 - Cirrus Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 West 6th Street, and 602-702 West Avenue (Shoal Creek Watershed) from downtown mixed use-conditional overlay-central urban redevelopment district (DMU-CO-CURE) combining district zoning for Tract 1, and limited office (LO) district zoning and general office (GO) district zoning for Tract 2 to downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Staff Recommendation: To grant downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Planning Commission Recommendation: To be reviewed on March 26, 2013. Applicant: Cirrus Logic, Inc. (Thurman Case). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691.",0.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Shoal Creek Watershed,0.0,,LO,DMU-CURE
C14-2012-0083,2013-06-06T00:00:00.000,"C14-2012-0083 - Cirrus Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 West 6th Street, and 602-702 West Avenue (Shoal Creek Watershed) from downtown mixed use-conditional overlay-central urban redevelopment district (DMU-CO-CURE) combining district zoning for Tract 1, and limited office (LO) district zoning and general office (GO) district zoning for Tract 2 to downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Staff Recommendation: To grant downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Planning Commission Recommendation: To be reviewed on March 26, 2013. Applicant: Cirrus Logic, Inc. (Thurman Case). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691.",0.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Shoal Creek Watershed,0.0,,LO,DMU-CURE
C14-2012-0083,2013-06-06T00:00:00.000,"C14-2012-0083 - Cirrus Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 West 6th Street, and 602-702 West Avenue (Shoal Creek Watershed) from downtown mixed use-conditional overlay-central urban redevelopment district (DMU-CO-CURE) combining district zoning for Tract 1, and limited office (LO) district zoning and general office (GO) district zoning for Tract 2 to downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Staff Recommendation: To grant downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Planning Commission Recommendation: To be reviewed on March 26, 2013. Applicant: Cirrus Logic, Inc. (Thurman Case). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691.",0.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Shoal Creek Watershed,0.0,,LO,DMU-CURE
C14-2012-0083,2013-06-06T00:00:00.000,"C14-2012-0083 - Cirrus Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 West 6th Street, and 602-702 West Avenue (Shoal Creek Watershed) from downtown mixed use-conditional overlay-central urban redevelopment district (DMU-CO-CURE) combining district zoning for Tract 1, and limited office (LO) district zoning and general office (GO) district zoning for Tract 2 to downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Staff Recommendation: To grant downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Planning Commission Recommendation: To be reviewed on March 26, 2013. Applicant: Cirrus Logic, Inc. (Thurman Case). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691.",0.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Shoal Creek Watershed,0.0,,LO,DMU-CURE
C14-2012-0083,2013-06-06T00:00:00.000,"C14-2012-0083 - Cirrus Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 West 6th Street, and 602-702 West Avenue (Shoal Creek Watershed) from downtown mixed use-conditional overlay-central urban redevelopment district (DMU-CO-CURE) combining district zoning for Tract 1, and limited office (LO) district zoning and general office (GO) district zoning for Tract 2 to downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Staff Recommendation: To grant downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Planning Commission Recommendation: To be reviewed on March 26, 2013. Applicant: Cirrus Logic, Inc. (Thurman Case). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691.",0.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Shoal Creek Watershed,0.0,,LO,DMU-CURE
C14-2012-0083,2013-06-06T00:00:00.000,"C14-2012-0083 - Cirrus Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 West 6th Street, and 602-702 West Avenue (Shoal Creek Watershed) from downtown mixed use-conditional overlay-central urban redevelopment district (DMU-CO-CURE) combining district zoning for Tract 1, and limited office (LO) district zoning and general office (GO) district zoning for Tract 2 to downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Staff Recommendation: To grant downtown mixed use-central urban redevelopment district (DMU-CURE) combining district zoning for Tract 1 and downtown mixed use (DMU) district zoning for Tract 2. Planning Commission Recommendation: To be reviewed on March 26, 2013. Applicant: Cirrus Logic, Inc. (Thurman Case). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691.",0.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Shoal Creek Watershed,0.0,,LO,DMU-CURE
C14-2016-0021,2016-10-13T00:00:00.000,"C14-2016-0021  Double Creek Residences  District 5  Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 420 East FM 1626 Road (Onion Creek Watershed) from general commercial services-conditional overlay (CS-CO) combining district zoning, general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning, and community commercial (GR-CO) combining district zoning to general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning. Staff Recommendation: Pending. Zoning and Platting Commission Recommendation: To be reviewed on November 1, 2016. Owner/Applicant: Riddell Family Limited Partnership (Jim Henry). Agent: Walters Southwest (Amanda Swor). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,Walters Southwest (Amanda Swor),Onion Creek Watershed,0.0,,,CS-MU-CO
C14-2016-0021,2016-10-13T00:00:00.000,"C14-2016-0021  Double Creek Residences  District 5  Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 420 East FM 1626 Road (Onion Creek Watershed) from general commercial services-conditional overlay (CS-CO) combining district zoning, general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning, and community commercial (GR-CO) combining district zoning to general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning. Staff Recommendation: Pending. Zoning and Platting Commission Recommendation: To be reviewed on November 1, 2016. Owner/Applicant: Riddell Family Limited Partnership (Jim Henry). Agent: Walters Southwest (Amanda Swor). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,Walters Southwest (Amanda Swor),Onion Creek Watershed,0.0,,,CS-MU-CO
C14-2016-0021,2016-10-13T00:00:00.000,"C14-2016-0021  Double Creek Residences  District 5  Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 420 East FM 1626 Road (Onion Creek Watershed) from general commercial services-conditional overlay (CS-CO) combining district zoning, general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning, and community commercial (GR-CO) combining district zoning to general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning. Staff Recommendation: Pending. Zoning and Platting Commission Recommendation: To be reviewed on November 1, 2016. Owner/Applicant: Riddell Family Limited Partnership (Jim Henry). Agent: Walters Southwest (Amanda Swor). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,Walters Southwest (Amanda Swor),Onion Creek Watershed,0.0,,,CS-MU-CO
C14-2016-0021,2016-10-13T00:00:00.000,"C14-2016-0021  Double Creek Residences  District 5  Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 420 East FM 1626 Road (Onion Creek Watershed) from general commercial services-conditional overlay (CS-CO) combining district zoning, general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning, and community commercial (GR-CO) combining district zoning to general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning. Staff Recommendation: Pending. Zoning and Platting Commission Recommendation: To be reviewed on November 1, 2016. Owner/Applicant: Riddell Family Limited Partnership (Jim Henry). Agent: Walters Southwest (Amanda Swor). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,Walters Southwest (Amanda Swor),Onion Creek Watershed,0.0,,,CS-MU-CO
C14-2016-0021,2016-10-13T00:00:00.000,"C14-2016-0021  Double Creek Residences  District 5  Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 420 East FM 1626 Road (Onion Creek Watershed) from general commercial services-conditional overlay (CS-CO) combining district zoning, general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning, and community commercial (GR-CO) combining district zoning to general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning. Staff Recommendation: Pending. Zoning and Platting Commission Recommendation: To be reviewed on November 1, 2016. Owner/Applicant: Riddell Family Limited Partnership (Jim Henry). Agent: Walters Southwest (Amanda Swor). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,Walters Southwest (Amanda Swor),Onion Creek Watershed,0.0,,,CS-MU-CO
C14-2016-0021,2016-10-13T00:00:00.000,"C14-2016-0021  Double Creek Residences  District 5  Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 420 East FM 1626 Road (Onion Creek Watershed) from general commercial services-conditional overlay (CS-CO) combining district zoning, general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning, and community commercial (GR-CO) combining district zoning to general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning. Staff Recommendation: Pending. Zoning and Platting Commission Recommendation: To be reviewed on November 1, 2016. Owner/Applicant: Riddell Family Limited Partnership (Jim Henry). Agent: Walters Southwest (Amanda Swor). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,Walters Southwest (Amanda Swor),Onion Creek Watershed,0.0,,,CS-MU-CO
C14-2016-0021,2016-10-13T00:00:00.000,"C14-2016-0021  Double Creek Residences  District 5  Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 420 East FM 1626 Road (Onion Creek Watershed) from general commercial services-conditional overlay (CS-CO) combining district zoning, general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning, and community commercial (GR-CO) combining district zoning to general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning. Staff Recommendation: Pending. Zoning and Platting Commission Recommendation: To be reviewed on November 1, 2016. Owner/Applicant: Riddell Family Limited Partnership (Jim Henry). Agent: Walters Southwest (Amanda Swor). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,Walters Southwest (Amanda Swor),Onion Creek Watershed,0.0,,,CS-MU-CO
C14-2016-0021,2016-10-13T00:00:00.000,"C14-2016-0021  Double Creek Residences  District 5  Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 420 East FM 1626 Road (Onion Creek Watershed) from general commercial services-conditional overlay (CS-CO) combining district zoning, general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning, and community commercial (GR-CO) combining district zoning to general commercial services-mixed use-conditional overlay (CS-MU-CO) combining district zoning. Staff Recommendation: Pending. Zoning and Platting Commission Recommendation: To be reviewed on November 1, 2016. Owner/Applicant: Riddell Family Limited Partnership (Jim Henry). Agent: Walters Southwest (Amanda Swor). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,Walters Southwest (Amanda Swor),Onion Creek Watershed,0.0,,,CS-MU-CO
